rep, RING, TREE, NETA, NETB, TORUS, GRAPH, SAME, GOODBAD, RAND, SSO
1, 0.0001804474277952416, 0.00018045174982180592, 0.0001804453802353091, 0.00018045189387989863, 0.0001804457236193673, 0.0001804474277952416, 0.00018044579066178943, 0.00018044889967452495, 0.00018044889967452495, 0.0001804518963221151
2, 0.00018044691300296515, 0.00018044889967452495, 0.0001804400639728666, 0.00018045189387989863, 0.0001804507228935538, 0.00018045189387989863, 0.00018044889967452495, 0.0001804440321415398, 0.00018045041442986537, 0.0001804518963221151
3, 0.00018044553216289448, 0.00018045174982180592, 0.00018044826563327814, 0.00018045174982180592, 0.00018044582927876818, 0.00018044579066178943, 0.00018044257831451724, 0.00018045189387989863, 0.00018044582927876818, 0.0001804518963221151
4, 0.0001804396922844642, 0.0001804507228935538, 0.00018045174982180592, 0.00018045189387989863, 0.00018043446614821572, 0.00018044579066178943, 0.00018045041442986537, 0.00018045174982180592, 0.00018044691300296515, 0.0001804518963221151
5, 0.0001804440321415398, 0.0001804474277952416, 0.00018044826563327814, 0.00018045189387989863, 0.00018044257831451724, 0.00018045174982180592, 0.00018044691300296515, 0.00018045174982180592, 0.00018044684442933902, 0.0001804518963221151
6, 0.00018044553216289448, 0.0001804507228935538, 0.00018045174982180592, 0.00018045002423604426, 0.00018044691300296515, 0.0001804488942041418, 0.00018044889967452495, 0.00018045041442986537, 0.00018044257831451724, 0.0001804518963221151
7, 0.00018044691300296515, 0.00018045041442986537, 0.00018045174982180592, 0.00018045174982180592, 0.00018045174982180592, 0.00018045189387989863, 0.00018044684442933902, 0.00018044553216289448, 0.00018044579066178943, 0.0001804518963221151
8, 0.00018045041442986537, 0.00018044579066178943, 0.00018045174982180592, 0.00018045174982180592, 0.00018043880868413314, 0.00018044889967452495, 0.00018044212671504861, 0.0001804507228935538, 0.00018044691300296515, 0.0001804518963221151
9, 0.00018044257831451724, 0.00018044684442933902, 0.00018045174982180592, 0.00018044684442933902, 0.00018044826563327814, 0.00018045189387989863, 0.00018044579066178943, 0.00018044691300296515, 0.00018045002423604426, 0.0001804518963221151
10, 0.00018044826563327814, 0.00018045041442986537, 0.00018045189387989863, 0.00018045174982180592, 0.0001804507228935538, 0.0001804507228935538, 0.00018043616558600643, 0.0001804359275280021, 0.00018045002423604426, 0.0001804518963221151
11, 0.00018044691300296515, 0.00018045174982180592, 0.00018045174982180592, 0.0001804507228935538, 0.0001804474277952416, 0.00018044889967452495, 0.0001804507228935538, 0.00018044433498306135, 0.00018044579066178943, 0.0001804518963221151
12, 0.00018044691300296515, 0.00018045174982180592, 0.00018045174982180592, 0.00018044582927876818, 0.00018043446614821572, 0.00018045074796665408, 0.00018044433498306135, 0.00018044257831451724, 0.00018044444366893434, 0.0001804518963221151
13, 0.00018044691300296515, 0.00018045189387989863, 0.00018044257831451724, 0.00018045174982180592, 0.00018045174982180592, 0.00018045174982180592, 0.00018044212671504861, 0.0001804440321415398, 0.00018044826563327814, 0.0001804518963221151
14, 0.00018044889967452495, 0.00018044889967452495, 0.00018045174982180592, 0.00018045189387989863, 0.00018045189387989863, 0.00018044183618833737, 0.00018044691300296515, 0.00018044889967452495, 0.00018044889967452495, 0.0001804518963221151
15, 0.0001804474277952416, 0.00018044582927876818, 0.00018044385371264918, 0.00018045189387989863, 0.00018045189387989863, 0.0001804457236193673, 0.00018044889967452495, 0.00018045174982180592, 0.0001804507228935538, 0.0001804518963221151
16, 0.00018044582927876818, 0.00018045174982180592, 0.00018045174982180592, 0.00018045174982180592, 0.00018045002423604426, 0.00018044582927876818, 0.00018044684442933902, 0.00018044579066178943, 0.00018044826563327814, 0.0001804518963221151
17, 0.00018044229553549381, 0.0001804457236193673, 0.0001804507228935538, 0.0001804507228935538, 0.00018045174982180592, 0.00018045174982180592, 0.00018045041442986537, 0.0001804457236193673, 0.00018044357496705383, 0.0001804518963221151
18, 0.0001804488942041418, 0.00018044579066178943, 0.0001804507228935538, 0.00018045174982180592, 0.00018044691300296515, 0.00018044444366893434, 0.00018045189387989863, 0.00018044582927876818, 0.0001804495488941366, 0.0001804518963221151
19, 0.0001804400639728666, 0.00018044691300296515, 0.00018045174982180592, 0.00018045174982180592, 0.00018044558334815662, 0.00018043979458327435, 0.00018045174982180592, 0.00018044357496705383, 0.00018044579066178943, 0.0001804518963221151
20, 0.00018044558334815662, 0.00018044579066178943, 0.00018045174982180592, 0.00018045189387989863, 0.0001804418739570825, 0.00018045189387989863, 0.00018045174982180592, 0.00018044691300296515, 0.00018044579066178943, 0.0001804518963221151
21, 0.0001804400639728666, 0.00018044579066178943, 0.00018045189387989863, 0.00018044826563327814, 0.00018043791148327783, 0.0001804400639728666, 0.00018044061307560802, 0.00018044889967452495, 0.00018045174982180592, 0.0001804518963221151
22, 0.00018044501487428287, 0.00018045174982180592, 0.00018045174982180592, 0.00018045189387989863, 0.00018044889967452495, 0.00018044582927876818, 0.00018044257831451724, 0.0001804480823443498, 0.00018044684442933902, 0.0001804518963221151
23, 0.00018044387842568069, 0.00018045002423604426, 0.00018044826563327814, 0.00018044691300296515, 0.00018044826563327814, 0.00018045189387989863, 0.00018044579066178943, 0.00018044684442933902, 0.00018044385371264918, 0.0001804518963221151
24, 0.00018044889967452495, 0.00018044691300296515, 0.00018045174982180592, 0.00018045174982180592, 0.00018044691300296515, 0.00018044691300296515, 0.00018045002423604426, 0.00018044579066178943, 0.0001804396922844642, 0.0001804518963221151
25, 0.00018045002423604426, 0.00018045041442986537, 0.00018045174982180592, 0.00018045174982180592, 0.00018044229553549381, 0.00018044582927876818, 0.00018044385371264918, 0.00018044684442933902, 0.00018045174982180592, 0.0001804518963221151
26, 0.00018044889967452495, 0.00018045174982180592, 0.00018045189387989863, 0.00018045174982180592, 0.00018045041442986537, 0.0001804507228935538, 0.0001804400639728666, 0.00018045174982180592, 0.00018044444366893434, 0.0001804518963221151
27, 0.0001804447090023719, 0.00018045189387989863, 0.00018044433498306135, 0.00018045189387989863, 0.00018044553216289448, 0.0001804400639728666, 0.00018044889967452495, 0.00018044826563327814, 0.00018044579066178943, 0.0001804518963221151
28, 0.00018044093062228805, 0.00018045174982180592, 0.00018045174982180592, 0.00018045174982180592, 0.00018044889967452495, 0.00018045174982180592, 0.00018044889967452495, 0.0001804507228935538, 0.00018045174982180592, 0.0001804518963221151
29, 0.0001804474277952416, 0.00018044889967452495, 0.00018045174982180592, 0.00018045174982180592, 0.00018044826563327814, 0.00018044582927876818, 0.00018044826563327814, 0.00018044691300296515, 0.00018044826563327814, 0.0001804518963221151
30, 0.00018045041442986537, 0.00018045174982180592, 0.00018045189387989863, 0.00018045189387989863, 0.00018044087247205882, 0.00018044889967452495, 0.00018044889967452495, 0.0001804418739570825, 0.00018045174982180592, 0.0001804518963221151
31, 0.00018044691300296515, 0.00018045174982180592, 0.00018045174982180592, 0.00018044889967452495, 0.00018044889967452495, 0.00018044579066178943, 0.00018044826563327814, 0.00018044889967452495, 0.0001804507228935538, 0.0001804518963221151
32, 0.0001804507228935538, 0.00018044691300296515, 0.00018045174982180592, 0.00018045174982180592, 0.0001804474277952416, 0.00018043953938995966, 0.00018044582927876818, 0.00018044398372476034, 0.00018044684442933902, 0.0001804518963221151
33, 0.00018044691300296515, 0.0001804507228935538, 0.00018045002423604426, 0.00018045174982180592, 0.00018044477923495123, 0.00018045041442986537, 0.00018044257831451724, 0.00018045174982180592, 0.0001804453802353091, 0.0001804518963221151
34, 0.00018044189391591716, 0.00018044826563327814, 0.00018044826563327814, 0.00018044691300296515, 0.00018044385371264918, 0.00018044579066178943, 0.00018044826563327814, 0.00018044826563327814, 0.00018044553216289448, 0.0001804518963221151
35, 0.00018044826563327814, 0.00018045174982180592, 0.00018044889967452495, 0.00018045174982180592, 0.0001804400639728666, 0.00018045174982180592, 0.00018044691300296515, 0.00018045174982180592, 0.00018044691300296515, 0.0001804518963221151
