6.400000,3.100000,5.500000,1.800000,5.500000,4.200000,1.400000,0.200000,6.700000,3.100000,4.700000,1.500000
5.232468,3.146753,2.325974,0.579221,7.400000,4.200000,3.300000,2.500000,6.487671,2.956164,5.269863,1.852055
6.498684,2.963158,5.228947,1.828947,5.006000,3.418000,1.464000,0.244000,5.512500,2.583333,3.883333,1.191667
5.858000,2.770000,4.244000,1.354000,6.666000,2.974000,5.568000,1.998000,5.006000,3.418000,1.464000,0.244000
5.006000,3.418000,1.464000,0.244000,6.551389,2.955556,5.261111,1.836111,5.517857,2.657143,3.992857,1.264286
6.531081,2.962162,5.241892,1.837838,5.006000,3.418000,1.464000,0.244000,5.496154,2.615385,3.950000,1.215385
6.030303,2.606061,4.866667,1.639394,5.555446,3.184158,3.012871,0.905941,7.275000,3.156250,6.181250,2.137500
4.772000,3.012000,1.660000,0.300000,6.301031,2.886598,4.958763,1.695876,5.214286,3.671429,1.475000,0.278571
6.505000,2.930000,5.387500,1.875000,5.335484,3.084946,2.726882,0.749462,7.064706,3.176471,5.570588,2.064706
5.423762,3.086139,2.879208,0.814851,6.552381,2.947619,5.416667,1.954762,7.642857,3.228571,6.500000,2.200000
6.633333,2.972222,5.512963,1.979630,5.826087,2.754348,4.193478,1.319565,5.006000,3.418000,1.464000,0.244000
5.975410,2.775410,4.470492,1.459016,5.005660,3.360377,1.562264,0.288679,6.852778,3.075000,5.786111,2.097222
5.822917,2.700000,4.241667,1.333333,5.006000,3.418000,1.464000,0.244000,6.667308,3.030769,5.519231,1.992308
5.138636,2.811364,2.777273,0.736364,5.216667,3.640000,1.473333,0.280000,6.498684,2.963158,5.228947,1.828947
6.709091,2.954545,5.486364,1.972727,5.501786,3.047321,3.085714,0.902679,7.043750,3.237500,6.093750,2.206250
6.043750,3.028125,4.512500,1.565625,5.007843,3.400000,1.494118,0.260784,6.383582,2.802985,5.122388,1.737313
5.059574,3.451064,1.512766,0.265957,6.273737,2.875758,4.925253,1.681818,4.400000,2.800000,1.275000,0.200000
6.262000,2.872000,4.906000,1.676000,4.937778,3.346667,1.468889,0.237778,5.620000,4.060000,1.420000,0.300000
6.569231,2.953846,5.366154,1.895385,5.691429,2.720000,4.051429,1.268571,5.006000,3.418000,1.464000,0.244000
6.888235,3.100000,5.805882,2.123529,5.007843,3.400000,1.494118,0.260784,5.952308,2.758462,4.464615,1.450769
5.596774,2.677419,4.000000,1.245161,5.006000,3.418000,1.464000,0.244000,6.560870,2.959420,5.313043,1.869565
6.301031,2.886598,4.958763,1.695876,5.005660,3.360377,1.562264,0.288679,5.000000,4.100000,5.100000,1.300000
6.354839,2.700000,5.287097,1.748387,6.755556,3.172222,5.750000,2.322222,5.523762,3.141584,2.934653,0.829703
4.700000,3.038889,1.405556,0.183333,5.178125,3.631250,1.496875,0.278125,6.262000,2.872000,4.906000,1.676000
5.007843,3.400000,1.494118,0.260784,6.159574,2.923404,4.474468,1.468085,6.376923,2.832692,5.332692,1.875000
6.828889,3.084444,5.542222,1.973333,5.006000,3.418000,1.464000,0.244000,5.798182,2.698182,4.385455,1.432727
5.006000,3.418000,1.464000,0.244000,6.863415,3.082927,5.639024,2.024390,5.844068,2.725424,4.396610,1.433898
5.418627,3.059804,2.907843,0.823529,7.680000,3.040000,6.600000,2.180000,6.637209,3.041860,5.446512,1.974419
5.966667,2.788889,4.511111,1.487037,5.035088,3.289474,1.707018,0.340351,6.853846,3.076923,5.715385,2.053846
5.206818,2.772727,3.195455,0.981818,5.788462,3.205128,3.306410,0.989744,6.996429,3.075000,5.903571,2.121429
6.273737,2.875758,4.925253,1.681818,5.268000,3.656000,1.568000,0.332000,4.757692,3.153846,1.423077,0.192308
6.536986,2.964384,5.258904,1.845205,5.051852,3.364815,1.616667,0.312963,5.500000,2.608696,4.026087,1.226087
6.598246,2.980702,5.473684,1.968421,5.164706,3.164706,2.083824,0.483824,5.968000,2.920000,4.404000,1.388000
5.200000,3.643333,1.463333,0.273333,6.273737,2.875758,4.925253,1.681818,4.733333,3.052381,1.538095,0.242857
5.006000,3.418000,1.464000,0.244000,6.972414,3.086207,5.893103,2.131034,5.971831,2.784507,4.502817,1.490141
5.397500,3.527500,2.382500,0.672500,4.977143,2.817143,2.360000,0.585714,6.485333,2.912000,5.145333,1.765333
