0.759015,3.683205,0.898127,2.919655,4.070383,-1.061448,-1.842275,-1.166659,0.650954,0.550460,0.998958,0.385145,-0.067494,9.364566,9.172329,5.744254,9.385389,4.096612,-1.305279,-0.942132,-1.849201,0.878026,0.887302,0.650285,0.722310,0.091026
6.632862,4.881772,5.147594,6.217715,3.735105,-1.239521,-1.246610,-1.248975,0.528367,0.526476,0.526246,0.528929,0.023236,3.044741,5.837218,5.413317,3.706770,3.773752,-1.266713,-1.255405,-1.251635,0.519630,0.522647,0.523013,0.518735,0.003762
4.427643,3.996710,4.851745,6.285874,3.731122,-1.242296,-1.242729,-1.246097,0.522767,0.523027,0.524263,0.526197,0.011329,6.419305,7.032048,5.816285,3.777090,3.776842,-1.260956,-1.260338,-1.255549,0.528174,0.527806,0.526049,0.523299,0.021990
4.772769,5.995964,4.785503,5.605218,3.726651,-1.243062,-1.246309,-1.237280,0.525125,0.526764,0.525219,0.524467,0.017905,6.889093,2.687923,6.845373,4.029959,3.830194,-1.273831,-1.262677,-1.293686,0.524571,0.518942,0.524251,0.526833,0.008263
6.707672,3.813549,5.852889,2.882143,3.834423,-1.291680,-1.290764,-1.251979,0.531030,0.524388,0.524567,0.524288,0.006905,4.610302,5.880387,4.985428,6.289127,3.712951,-1.231710,-1.232111,-1.249131,0.522353,0.525269,0.525191,0.525313,0.019604
5.695163,4.386335,5.173802,5.387754,3.763281,-1.247945,-1.259569,-1.255767,0.525059,0.524309,0.522866,0.525303,0.016016,3.542538,8.562669,5.542282,4.721617,3.699059,-1.257886,-1.213295,-1.227878,0.524773,0.527652,0.533185,0.523840,0.014637
7.853747,6.086021,4.921187,4.178269,3.778614,-1.258152,-1.262850,-1.257612,0.525525,0.529787,0.522348,0.525997,0.021060,3.738452,4.764668,5.440891,5.872165,3.733389,-1.245268,-1.242540,-1.245581,0.524695,0.522222,0.526540,0.524421,0.012637
5.141402,6.177067,6.110429,2.958102,3.858069,-1.285416,-1.287711,-1.284942,0.525780,0.529267,0.526647,0.522932,0.012258,5.328511,4.579779,4.627959,6.906922,3.671872,-1.224397,-1.222737,-1.224738,0.524436,0.521915,0.523810,0.526495,0.018242
7.969697,5.844168,5.402186,4.820953,3.752900,-1.249221,-1.259154,-1.244526,0.522228,0.532312,0.526091,0.524536,0.025253,3.411800,4.848413,5.147146,5.539981,3.748040,-1.250528,-1.243813,-1.253700,0.526873,0.520058,0.524263,0.525314,0.009295
4.634607,6.326204,5.483770,6.026538,3.745232,-1.248085,-1.247022,-1.250125,0.524526,0.525992,0.527551,0.524974,0.021956,6.530457,3.010729,4.763603,3.634236,3.759920,-1.253986,-1.256195,-1.249738,0.525985,0.522937,0.519693,0.525054,0.002778
4.461101,4.675412,4.499866,5.722708,3.716529,-1.244649,-1.234381,-1.237498,0.524598,0.522514,0.524994,0.524826,0.010282,7.247745,6.705046,7.149592,4.052941,3.834760,-1.263551,-1.289551,-1.281658,0.526016,0.531296,0.525016,0.525440,0.029528
5.772022,5.759318,4.920413,7.588377,3.764999,-1.254481,-1.251256,-1.259262,0.525524,0.529456,0.522071,0.526551,0.026615,4.796462,4.807501,5.536355,3.218390,3.736969,-1.246108,-1.248909,-1.241953,0.524545,0.521129,0.527546,0.523653,0.006274
6.757858,4.523261,6.572150,3.921731,3.742118,-1.241625,-1.248442,-1.252051,0.528948,0.525275,0.523677,0.524068,0.017300,4.085772,5.811122,4.229165,6.275561,3.756085,-1.256467,-1.251203,-1.248416,0.521951,0.524788,0.526022,0.525720,0.014519
6.313462,6.528359,3.000210,3.690529,3.750489,-1.256677,-1.244086,-1.249726,0.532959,0.522256,0.522652,0.519156,0.007389,4.784401,4.690318,6.234996,5.932755,3.749786,-1.247077,-1.252589,-1.250120,0.521515,0.526202,0.526029,0.527559,0.019383
3.256845,5.914180,3.710849,5.688441,3.647685,-1.217786,-1.207714,-1.222185,0.521033,0.522830,0.517148,0.526587,0.006017,6.612325,4.796034,6.302018,4.950320,3.819932,-1.272019,-1.278902,-1.269011,0.527711,0.526484,0.530368,0.523915,0.022370
6.743563,3.718897,8.845089,5.423132,3.801061,-1.262804,-1.271979,-1.266279,0.528375,0.530892,0.529824,0.522309,0.022830,4.995888,5.510500,4.638343,5.220540,3.741312,-1.247822,-1.246260,-1.247230,0.524425,0.523998,0.524180,0.525458,0.014523
5.730904,5.028119,5.455174,4.911961,3.771351,-1.258284,-1.256689,-1.256378,0.523282,0.526715,0.526358,0.526574,0.017657,2.076619,6.714150,3.896128,7.480626,3.609111,-1.195340,-1.205861,-1.207911,0.536338,0.513686,0.516041,0.514614,0.003021
4.219512,2.378979,7.226225,4.429033,3.829445,-1.273202,-1.272462,-1.283781,0.524938,0.521866,0.524905,0.525909,0.000717,5.536429,6.048017,4.700702,5.478188,3.727918,-1.243551,-1.243756,-1.240610,0.525017,0.525871,0.525027,0.524747,0.019904
