33.637571,3.028463,3.462998,3.740038,0.798861,0.692600,2.138520,3.229602,0.074004,24.289428,2.977470,3.464471,1.793761,0.920277,0.790295,2.299827,2.920277,0.046794,43.867209,2.829268,3.327913,4.872629,0.815718,0.766938,1.883469,3.330623,0.116531
38.384279,3.366812,3.716157,2.227074,0.663755,0.676856,1.855895,3.585153,0.056769,41.661017,2.677966,3.225182,5.852300,0.861985,0.777240,2.038741,3.159806,0.138015,26.393502,2.985560,3.452467,2.258724,0.896510,0.755716,2.264741,2.996390,0.046931
28.898477,3.011844,3.482234,2.698816,0.856176,0.715736,2.191201,3.096447,0.042301,21.649254,2.970149,3.406716,1.369403,0.947761,0.824627,2.406716,2.805970,0.055970,40.794788,2.902280,3.389251,4.628664,0.802932,0.749186,1.969055,3.312704,0.112378
23.658000,2.960000,3.456000,1.692000,0.934000,0.800000,2.334000,2.880000,0.052000,42.478814,2.883475,3.375000,4.730932,0.807203,0.764831,1.930085,3.334746,0.108051,32.035928,3.027944,3.455090,3.443114,0.808383,0.684631,2.137725,3.197605,0.063872
37.842377,3.002584,3.459948,4.648579,0.785530,0.744186,2.028424,3.315245,0.095607,45.810573,2.748899,3.277533,4.665198,0.832599,0.762115,1.867841,3.317181,0.136564,26.641444,2.994179,3.456345,2.265425,0.884750,0.748545,2.258440,3.003492,0.047730
23.402985,2.976546,3.454158,1.646055,0.936034,0.797441,2.332623,2.891258,0.046908,31.740530,3.007576,3.454545,3.356061,0.814394,0.691288,2.151515,3.174242,0.066288,42.424370,2.886555,3.378151,4.747899,0.806723,0.766807,1.930672,3.327731,0.109244
25.918499,2.983182,3.459250,2.111255,0.905563,0.755498,2.276843,2.980595,0.047865,43.469543,2.873096,3.350254,4.563452,0.807107,0.758883,1.883249,3.368020,0.116751,35.186275,3.006536,3.457516,4.490196,0.767974,0.722222,2.114379,3.218954,0.084967
38.011364,2.947727,3.402273,4.223864,0.802273,0.723864,2.028409,3.275000,0.092045,18.740741,2.814815,3.351852,1.037037,0.962963,0.925926,2.481481,2.555556,0.055556,24.985158,2.990724,3.482375,1.912801,0.918367,0.773655,2.282004,2.961039,0.046382
31.182149,3.040073,3.493625,3.154827,0.816029,0.679417,2.154827,3.187614,0.063752,42.128257,2.871743,3.356713,4.759519,0.807615,0.769539,1.931864,3.310621,0.110220,23.030588,2.955294,3.432941,1.640000,0.945882,0.816471,2.357647,2.856471,0.044706
22.644315,2.708455,3.244898,1.720117,0.970845,0.836735,2.606414,2.638484,0.061224,27.831461,3.235955,3.665730,2.300562,0.856742,0.699438,1.977528,3.264045,0.028090,39.087855,2.941860,3.403101,4.386305,0.794574,0.733850,2.003876,3.293282,0.100775
42.623913,2.882609,3.369565,4.804348,0.808696,0.763043,1.932609,3.326087,0.108696,31.511036,3.020374,3.471986,3.229202,0.814941,0.691002,2.139219,3.181664,0.067912,23.023585,2.955189,3.436321,1.632075,0.945755,0.816038,2.358491,2.858491,0.044811
28.920607,3.014273,3.471008,2.683318,0.859054,0.742194,2.210526,3.081178,0.057984,44.378289,2.828947,3.315789,4.358553,0.802632,0.750000,1.888158,3.351974,0.121711,42.041667,2.479167,3.187500,9.812500,0.958333,0.916667,2.020833,2.979167,0.145833
38.387173,2.944181,3.394299,4.305226,0.800475,0.729216,2.027316,3.276722,0.096200,26.202991,3.038462,3.534188,2.087607,0.908120,0.730769,2.215812,3.049145,0.034188,20.515337,2.803681,3.312883,1.239264,0.944785,0.907975,2.484663,2.638037,0.073620
