0.855620,5.271015,-0.975072,-1.790672,-0.375925,-4.504229,5.951190,-0.042056
0.097072,-2.373482,3.922795,0.048256,0.827930,6.952286,-1.559057,-2.643453
0.455185,-0.359283,2.335293,-0.330801,0.367860,8.929750,-1.482148,-3.835530
0.726525,6.052077,-1.292639,-2.196349,0.055894,-3.406990,4.869372,0.104884
0.749063,4.837648,-0.723880,-1.614715,-0.348982,-5.314088,6.663704,-0.141527
-1.036305,-6.735700,7.954248,-0.347728,0.810669,4.142367,-0.283558,-1.408048
0.816744,4.092686,-0.248287,-1.395121,-1.115196,-6.854727,8.053899,-0.368821
0.814506,5.102322,-0.882131,-1.715317,-0.372806,-4.813399,6.226570,-0.082449
1.007924,5.449755,-1.054861,-1.846003,-0.542837,-4.077008,5.568787,-0.078752
0.775211,4.987929,-0.819697,-1.668995,-0.340276,-5.026285,6.423561,-0.109689
-0.420493,-3.085689,4.642789,-0.073822,1.150554,6.124812,-1.325525,-2.129678
-0.363120,-4.739276,6.164169,-0.067147,0.818810,5.141541,-0.905772,-1.735068
-1.972495,-7.800021,9.032446,-0.515013,0.868596,3.679409,0.017841,-1.313942
0.701205,6.346110,-1.389186,-2.357984,0.133143,-3.049237,4.529557,0.119107
0.869932,3.672311,0.022939,-1.312627,-1.993524,-7.815451,9.047209,-0.518506
1.345827,6.018724,-1.106313,-1.975360,-0.702275,-3.179673,4.516282,-0.215555
0.823631,7.105786,-1.569920,-2.719422,0.121614,-2.227114,3.773222,0.031358
0.866011,3.773411,-0.047621,-1.324845,-1.781679,-7.564318,8.804522,-0.509064
1.016335,6.832352,-1.470725,-2.483833,-0.092301,-2.510947,3.987498,-0.024934
1.098436,6.697824,-1.386565,-2.374550,-0.202519,-2.648747,4.062667,-0.059386
0.166656,-1.799967,3.409028,-0.020516,0.835329,7.519418,-1.626815,-2.952642
0.783499,6.162120,-1.299471,-2.228840,0.001942,-3.311756,4.727269,0.088775
-0.663133,-5.987135,7.356873,-0.254013,0.783889,4.447305,-0.504748,-1.490981
-1.067151,-2.149629,4.065330,-0.668481,1.939004,6.006224,-1.277865,-1.716360
0.160534,-1.144440,2.882226,-0.214277,0.995349,8.226697,-1.654231,-3.200835
-0.006385,-3.616137,5.071653,0.095625,0.748421,5.882374,-1.229302,-2.112063
0.450918,-0.754800,2.679353,-0.160856,0.393138,8.247785,-1.630765,-3.627176
0.127390,-2.535948,4.065621,0.070531,0.769078,6.802661,-1.522910,-2.573318
0.211651,-2.704289,4.223667,0.114476,0.659739,6.630642,-1.478284,-2.520839
-0.027607,-2.927682,4.406184,0.059962,0.865146,6.457717,-1.415734,-2.362070
0.198564,-2.002208,3.563521,0.026666,0.757758,7.329678,-1.586576,-2.870281
-0.441980,-4.204881,5.652169,-0.035828,0.935866,5.435675,-1.041904,-1.854402
1.518211,3.588523,-0.328605,-1.077057,-2.536013,-2.640320,6.124775,-1.505478
0.865329,3.693512,0.007619,-1.316767,-1.927816,-7.768895,9.003330,-0.507088
-0.737772,-6.299512,7.517523,-0.289585,0.779988,4.352423,-0.411181,-1.458274
0.716622,6.539022,-1.429428,-2.448900,0.141628,-2.844785,4.316823,0.106564
0.058483,-1.426894,3.191753,-0.145827,1.096479,7.837555,-1.771030,-3.038727
-2.520719,-8.760831,10.302641,-0.756830,0.788270,3.204335,0.329025,-1.243836
-0.380527,-4.523451,5.970822,-0.047523,0.855278,5.259340,-0.969912,-1.783973
0.564425,-1.830042,3.593487,0.113265,0.256867,7.000637,-1.574128,-2.957665
0.075667,-3.257987,4.695555,0.110303,0.728951,6.193378,-1.321410,-2.265081
1.448559,7.097796,-1.558297,-2.383721,-0.331925,-1.982393,3.627800,-0.292273
0.746949,4.856841,-0.734103,-1.619936,-0.335493,-5.284512,6.632984,-0.139835
-0.327931,-5.473048,6.781651,-0.159090,0.726566,4.765590,-0.672316,-1.588637
0.817554,7.022846,-1.591489,-2.687644,0.117289,-2.282840,3.862058,0.041737
0.147224,-2.319780,3.905265,0.057975,0.775168,6.977675,-1.590708,-2.680834
0.119700,-2.045794,3.580396,-0.001708,0.860003,7.308670,-1.565238,-2.806879
-0.302038,-4.681031,6.100904,-0.048514,0.796418,5.177340,-0.920745,-1.755142
-0.374451,-4.715797,6.148166,-0.066892,0.826883,5.151529,-0.913307,-1.738806
0.189225,-1.297290,3.090968,-0.112772,0.888117,7.905524,-1.749164,-3.196583
0.767569,5.463903,-1.068235,-1.897881,-0.141201,-4.176982,5.644390,0.024619
0.815366,6.841594,-1.534738,-2.582414,0.091165,-2.493397,4.029861,0.056755
0.148222,-2.854115,4.339103,0.108576,0.708629,6.521156,-1.434438,-2.443525
0.092690,-3.231567,4.678414,0.113551,0.717408,6.209258,-1.331252,-2.277297
-0.077908,-3.965749,5.394966,0.065172,0.755791,5.628641,-1.118513,-1.982772
1.057555,-0.290486,2.760312,-0.139383,-0.870104,6.547387,-1.450506,-3.391002
0.113715,-2.300859,3.821817,0.041787,0.821888,7.044700,-1.542681,-2.687704
-0.653613,-6.194464,7.397395,-0.273830,0.767189,4.411510,-0.442302,-1.473123
0.787582,5.023507,-0.837231,-1.683505,-0.352037,-4.964246,6.360481,-0.099430
0.039615,-3.349173,4.786719,0.099332,0.747380,6.117494,-1.299451,-2.219040
0.907939,7.594902,-1.603735,-2.930652,0.125018,-1.770606,3.351582,-0.059531
