1.625000,17.041667,3.083333,1.958333,48.500000,1.851064,9.021277,13.191489,1.957447,33.489362,1.837500,15.337500,6.625000,1.750000,18.375000
1.816667,17.416667,7.266667,1.683333,16.633333,1.880952,7.523810,7.428571,1.928571,26.404762,1.734694,14.265306,9.714286,1.979592,42.877551
1.843750,14.921875,8.578125,1.734375,21.859375,1.875000,14.083333,6.666667,1.791667,10.666667,1.746032,12.174603,8.174603,1.984127,40.523810
1.812500,12.031250,17.437500,1.937500,20.843750,1.777778,13.800000,8.155556,1.977778,44.111111,1.824324,14.243243,4.040541,1.729730,21.027027
1.844444,8.844444,13.733333,1.955556,33.600000,1.841463,15.280488,6.487805,1.756098,18.682927,1.625000,17.041667,3.083333,1.958333,48.500000
1.835616,15.876712,6.863014,1.726027,17.547945,1.705882,15.382353,3.470588,1.970588,44.500000,1.840909,8.590909,13.750000,1.954545,32.136364
1.794118,20.941176,3.647059,1.617647,19.176471,1.872340,10.361702,10.957447,1.808511,17.148936,1.771429,12.300000,8.357143,1.985714,39.285714
1.725490,13.117647,8.372549,1.980392,42.921569,1.775000,21.025000,8.550000,1.775000,20.025000,1.900000,9.166667,7.583333,1.783333,20.300000
1.761905,12.111111,7.920635,1.984127,40.492063,1.840000,12.840000,18.360000,1.880000,20.680000,1.841270,15.492063,4.222222,1.698413,18.095238
1.844828,11.586207,7.758621,1.896552,25.672414,1.765957,13.468085,8.531915,1.978723,43.765957,1.804348,16.413043,8.108696,1.652174,14.391304
1.766667,12.333333,8.100000,1.983333,41.066667,1.910714,11.017857,6.053571,1.767857,17.428571,1.714286,20.085714,11.400000,1.742857,21.942857
1.774194,22.129032,5.258065,1.709677,19.161290,1.875000,10.071429,8.892857,1.767857,18.428571,1.765625,12.656250,8.796875,1.984375,40.343750
1.732143,13.357143,8.714286,1.982143,41.785714,1.931818,7.886364,9.636364,1.931818,22.136364,1.784314,18.921569,6.117647,1.627451,17.529412
1.840580,13.942029,8.289855,1.695652,16.637681,1.854167,8.312500,9.562500,2.000000,38.062500,1.676471,20.558824,5.676471,1.941176,36.264706
1.913793,11.310345,7.793103,1.775862,16.706897,1.700000,21.366667,9.100000,1.700000,22.933333,1.761905,12.111111,7.920635,1.984127,40.492063
1.826667,12.946667,7.320000,1.826667,27.933333,1.677419,14.967742,6.774194,1.967742,47.161290,1.866667,13.888889,10.333333,1.800000,14.466667
1.740000,14.320000,9.880000,1.980000,42.600000,1.809524,17.190476,7.952381,1.698413,16.904762,1.894737,6.868421,6.026316,1.921053,26.657895
1.790698,20.325581,7.162791,1.790698,21.534884,1.725490,13.117647,8.372549,1.980392,42.921569,1.894737,9.070175,8.578947,1.771930,19.175439
1.847222,14.722222,4.222222,1.722222,19.388889,1.759259,12.462963,8.370370,1.981481,42.203704,1.800000,13.080000,18.720000,1.920000,21.320000
1.843750,15.359375,4.328125,1.687500,18.125000,1.777778,11.920635,7.841270,1.984127,40.412698,1.791667,13.583333,18.875000,1.916667,20.916667
1.732143,12.571429,8.642857,1.982143,41.821429,1.939394,10.606061,16.030303,1.909091,18.515152,1.806452,16.225806,3.403226,1.693548,20.241935
1.847826,9.847826,11.717391,2.000000,34.695652,1.841463,14.719512,7.475610,1.731707,18.134146,1.608696,17.391304,3.130435,1.956522,48.913043
1.827586,13.896552,17.241379,1.896552,21.344828,1.833333,15.133333,4.000000,1.683333,17.833333,1.774194,12.080645,7.806452,1.983871,40.629032
1.846154,9.512821,13.564103,2.000000,35.307692,1.625000,17.041667,3.083333,1.958333,48.500000,1.840909,14.545455,7.056818,1.750000,18.943182
1.808511,10.234043,11.063830,2.000000,35.042553,1.843373,14.759036,7.686747,1.734940,18.216867,1.666667,16.857143,3.142857,1.952381,49.952381
1.684211,14.447368,3.026316,1.973684,42.815789,1.845070,15.281690,5.718310,1.718310,17.718310,1.857143,10.142857,16.738095,1.952381,31.500000
1.745763,12.796610,7.915254,1.983051,41.237288,1.780488,18.414634,3.219512,1.536585,16.658537,1.901961,10.784314,12.254902,1.941176,21.411765
1.893617,9.468085,13.021277,1.936170,22.191489,1.750000,13.096154,7.961538,1.980769,42.673077,1.788462,17.961538,3.807692,1.634615,18.192308
1.758065,12.096774,8.032258,1.983871,40.677419,1.840000,12.840000,18.360000,1.880000,20.680000,1.843750,15.453125,4.171875,1.703125,18.265625
1.734694,14.367347,9.938776,1.979592,42.775510,1.909091,8.272727,5.272727,1.939394,28.818182,1.811594,15.695652,8.159420,1.710145,16.826087
1.846154,9.512821,13.564103,2.000000,35.307692,1.625000,17.041667,3.083333,1.958333,48.500000,1.840909,14.545455,7.056818,1.750000,18.943182
1.851852,15.333333,6.370370,1.753086,18.641975,1.829268,8.536585,14.536585,1.951220,32.780488,1.655172,16.137931,3.862069,1.965517,46.689655
1.833333,13.948718,4.461538,1.743590,20.307692,1.769231,12.807692,18.653846,1.923077,21.846154,1.787234,13.595745,8.319149,1.978723,43.744681
1.828947,15.657895,6.881579,1.736842,17.855263,1.608696,17.391304,3.130435,1.956522,48.913043,1.865385,9.038462,12.096154,1.961538,33.192308
1.725490,13.117647,8.372549,1.980392,42.921569,1.896552,9.000000,7.068966,1.775862,20.413793,1.785714,20.690476,9.214286,1.785714,19.880952
1.835443,15.493671,6.683544,1.746835,18.278481,1.625000,17.041667,3.083333,1.958333,48.500000,1.854167,8.895833,12.958333,1.958333,33.333333
1.825397,17.190476,7.412698,1.698413,16.841270,1.822222,8.066667,8.422222,1.933333,27.466667,1.767442,14.279070,8.790698,1.976744,44.441860
1.823529,16.367647,7.088235,1.705882,17.014706,1.881356,8.983051,11.050847,1.966102,31.898305,1.583333,17.375000,3.750000,1.958333,48.708333
1.836957,14.608696,7.945652,1.760870,19.293478,1.843750,7.218750,12.312500,2.000000,38.531250,1.666667,17.962963,3.666667,1.962963,44.444444
1.782609,18.804348,4.043478,1.586957,17.347826,1.787234,13.595745,8.319149,1.978723,43.744681,1.844828,9.586207,11.155172,1.948276,23.344828
1.741379,12.189655,8.758621,1.982759,41.413793,1.897436,11.153846,12.333333,1.794872,15.333333,1.814815,17.000000,4.351852,1.740741,22.370370
1.823529,10.205882,17.323529,1.911765,25.794118,1.733333,13.666667,6.955556,1.977778,43.666667,1.847222,15.250000,4.472222,1.736111,18.972222
1.842105,7.157895,7.105263,1.921053,28.078947,1.750000,14.340909,8.977273,1.977273,44.136364,1.826087,16.768116,8.101449,1.724638,17.376812
1.750000,14.340909,8.977273,1.977273,44.136364,1.822581,17.290323,7.822581,1.693548,16.822581,1.844444,7.933333,7.644444,1.933333,27.177778
1.823529,16.367647,7.088235,1.705882,17.014706,1.583333,17.375000,3.750000,1.958333,48.708333,1.881356,8.983051,11.050847,1.966102,31.898305
1.872340,9.978723,13.404255,1.936170,22.340426,1.759259,13.092593,7.703704,1.981481,42.203704,1.800000,17.680000,3.560000,1.620000,17.580000
1.764706,21.735294,6.647059,1.735294,19.323529,1.758065,12.838710,8.725806,1.983871,40.677419,1.890909,9.545455,8.309091,1.763636,18.709091
1.745098,13.901961,9.411765,1.980392,42.647059,1.810345,17.344828,7.827586,1.672414,16.327586,1.880952,8.214286,6.904762,1.928571,25.857143
1.851852,7.259259,4.185185,2.000000,34.962963,1.720930,15.116279,11.116279,1.976744,41.976744,1.839506,14.987654,7.814815,1.728395,18.012346
1.838235,14.764706,8.102941,1.764706,22.941176,1.750000,12.285714,8.607143,1.982143,41.821429,1.851852,13.629630,7.074074,1.777778,11.333333
1.860000,9.520000,9.680000,1.820000,18.200000,1.769231,12.661538,8.676923,1.984615,40.169231,1.805556,21.138889,4.888889,1.638889,19.083333
1.851852,11.444444,10.925926,1.981481,32.907407,1.847222,14.111111,7.527778,1.708333,16.986111,1.600000,17.040000,3.680000,1.960000,48.320000
