0.616940,0.273447,0.501758,0.636577,0.457210,0.524326,0.662075,0.479484,0.263189,0.735932,0.323271,0.702814,0.473916,0.471278,0.642145,0.343494,0.725216,0.669328,0.465070,0.729208,0.467731,0.535595,0.278776,0.879574,0.691284,0.372588,0.288756,0.343979,0.479042,0.449102,0.691284,0.302728,0.656051,0.616561,0.833121,0.275159,0.852229,0.518471,0.774522,0.355414,0.647134,0.373248,0.347771,0.356688,0.858599,0.850955,0.639490,0.407643,0.291765,0.576275,0.429020,0.376275,0.466275,0.479216,0.417647,0.435490,0.557843,0.417647,0.659412,0.437255,0.445098,0.498627,0.310000,0.680784
0.519145,0.421525,0.860297,0.478441,0.632977,0.772335,0.489134,0.612970,0.316316,0.616075,0.526733,0.592618,0.585029,0.596758,0.254226,0.562263,0.446980,0.434452,0.277852,0.504251,0.737360,0.150783,0.509620,0.617002,0.297092,0.613870,0.579418,0.633557,0.608054,0.581655,0.704698,0.621924,0.467827,0.401510,0.332896,0.496717,0.347669,0.608339,0.492449,0.564675,0.632633,0.270519,0.281353,0.264938,0.250821,0.602429,0.532502,0.582403,0.484351,0.742748,0.429008,0.525191,0.293130,0.387786,0.518702,0.222137,0.680153,0.577099,0.570229,0.566412,0.558015,0.240076,0.526336,0.238550
0.763497,0.332822,0.638344,0.579448,0.434969,0.702454,0.299693,0.572393,0.317178,0.715337,0.328528,0.392945,0.522699,0.374540,0.616564,0.436810,0.357987,0.717663,0.292131,0.645390,0.732523,0.331307,0.683891,0.236744,0.455927,0.339750,0.484634,0.599460,0.462006,0.700101,0.521108,0.536981,0.398885,0.299628,0.653903,0.232342,0.384758,0.349814,0.653160,0.602230,0.734944,0.360223,0.437546,0.659108,0.501859,0.321190,0.534944,0.504833,0.304923,0.712546,0.290101,0.517734,0.364214,0.652726,0.347803,0.672843,0.491795,0.628375,0.788777,0.315511,0.454738,0.707253,0.169931,0.554262
0.680258,0.490343,0.714592,0.536481,0.972103,0.571888,0.591202,0.707082,0.604077,0.272532,0.355150,0.498927,0.550429,0.978541,0.460300,0.618026,0.719431,0.196209,0.444550,0.217062,0.446445,0.817062,0.457820,0.695735,0.719431,0.781991,0.552607,0.554502,0.803791,0.693839,0.800948,0.497630,0.338787,0.552917,0.367309,0.538729,0.461706,0.435790,0.520776,0.376719,0.481975,0.391342,0.577385,0.490227,0.442160,0.464022,0.437238,0.506008,0.768625,0.461175,0.829486,0.500000,0.390346,0.545645,0.411857,0.767576,0.335257,0.898216,0.142183,0.518888,0.454355,0.338405,0.534627,0.431794
0.380963,0.567973,0.489362,0.347144,0.591713,0.444345,0.364390,0.614334,0.470997,0.526988,0.247032,0.421501,0.472116,0.509742,0.345577,0.670325,0.341605,0.630412,0.451426,0.702746,0.585533,0.802534,0.679514,0.346357,0.522175,0.516367,0.599261,0.876452,0.533263,0.543823,0.459873,0.235480,0.418911,0.601719,0.438968,0.821777,0.524355,0.242980,0.837249,0.216619,0.561605,0.378223,0.815473,0.304298,0.447564,0.594842,0.450430,0.766762,0.785979,0.215875,0.536721,0.403561,0.238872,0.562685,0.386128,0.623516,0.451780,0.557493,0.560831,0.501484,0.512611,0.426558,0.783754,0.238131
0.682725,0.710576,0.527663,0.517877,0.418517,0.428303,0.459164,0.560783,0.738050,0.556266,0.784343,0.382386,0.426421,0.473843,0.320286,0.804667,0.615833,0.385278,0.378611,0.492500,0.421944,0.707500,0.658056,0.373889,0.330556,0.589722,0.376111,0.492222,0.673056,0.645000,0.646667,0.397222,0.207214,0.606677,0.564850,0.491174,0.413277,0.390253,0.382195,0.596700,0.236761,0.586723,0.332694,0.765541,0.338833,0.417498,0.292786,0.374137,0.323696,0.261229,0.524522,0.502839,0.827052,0.383583,0.429014,0.550852,0.785751,0.187919,0.448116,0.331440,0.434693,0.425916,0.707796,0.452246
0.694013,0.346452,0.472007,0.317627,0.386918,0.663525,0.507483,0.503049,0.649667,0.686530,0.352273,0.411308,0.409922,0.478936,0.318736,0.617239,0.317277,0.691083,0.419188,0.423567,0.703822,0.627787,0.310908,0.516322,0.422771,0.298169,0.724522,0.397691,0.675557,0.748010,0.574841,0.669984,0.422460,0.263102,0.814973,0.686096,0.709091,0.298930,0.612299,0.555615,0.378075,0.731016,0.606952,0.466310,0.679144,0.360963,0.610695,0.281283,0.393950,0.670463,0.346263,0.679715,0.291815,0.325623,0.590391,0.465125,0.418861,0.320641,0.337011,0.736655,0.297153,0.431317,0.561210,0.349822
0.366799,0.655783,0.618248,0.452853,0.459872,0.407995,0.275862,0.346048,0.628929,0.455905,0.752823,0.728410,0.468416,0.461092,0.400061,0.499542,0.723610,0.579171,0.576901,0.713678,0.673383,0.487514,0.636776,0.688422,0.493190,0.555902,0.359535,0.425936,0.550227,0.463961,0.718218,0.446935,0.324948,0.298742,0.258386,0.366876,0.382600,0.392034,0.634696,0.692872,0.592767,0.477463,0.421908,0.395702,0.463312,0.847484,0.333857,0.847484,0.395026,0.287901,0.335246,0.336681,0.334768,0.785270,0.505500,0.275466,0.172166,0.540411,0.303204,0.373984,0.441416,0.349593,0.398852,0.282162
0.292825,0.425016,0.383969,0.489981,0.562702,0.314803,0.458306,0.336781,0.616677,0.224952,0.447317,0.554299,0.659341,0.375242,0.484163,0.255656,0.719529,0.729293,0.717172,0.520202,0.534343,0.653199,0.716162,0.482155,0.607744,0.611448,0.686532,0.558923,0.638384,0.450842,0.520875,0.636027,0.300000,0.413907,0.440066,0.501987,0.564570,0.677152,0.416225,0.760265,0.213245,0.612583,0.397020,0.574834,0.325497,0.753974,0.476490,0.573841,0.727855,0.367716,0.353147,0.481352,0.161422,0.283217,0.357809,0.400932,0.543706,0.659674,0.321096,0.182984,0.210956,0.417832,0.483100,0.586247
0.452024,0.742504,0.507496,0.507871,0.414543,0.318966,0.555847,0.529235,0.311094,0.693028,0.275112,0.214768,0.243628,0.544228,0.368816,0.297601,0.430799,0.503341,0.239580,0.511295,0.436526,0.578428,0.585110,0.275215,0.674197,0.273306,0.667515,0.317213,0.613427,0.550111,0.379255,0.676106,0.513733,0.377925,0.668871,0.514242,0.424720,0.314344,0.220244,0.677518,0.635300,0.377416,0.665310,0.792472,0.648525,0.447609,0.424720,0.227365,0.538538,0.349322,0.605690,0.473040,0.660602,0.713860,0.549454,0.611644,0.361231,0.676150,0.341714,0.759841,0.472378,0.474032,0.761495,0.679127
