67.909787,16.194468,60.297979,51.715745,108.800851,31.611277,48.311188,13.895813,38.818125,34.415688,122.118000,3.522750,82.867857,30.226607,75.350179,52.641250,121.235893,82.444464
45.289167,12.933258,36.398864,32.356136,122.327576,3.216591,66.054423,16.343365,56.840673,49.711538,112.028846,21.208558,79.811892,27.451351,72.735676,52.360676,118.339595,74.617703
84.308000,32.810000,61.270000,51.500000,135.660000,191.200000,54.212068,14.303629,45.079114,39.908903,117.575865,11.524557,80.648676,27.710147,75.123824,52.938088,117.817500,65.656912
74.101429,28.199286,69.505238,45.902619,128.184762,85.263333,73.533942,18.768365,65.210096,54.765865,108.065192,38.116731,48.744634,14.036707,39.008841,34.708171,121.541646,3.699939
42.966381,11.890667,34.403143,31.075905,122.882762,2.851048,63.002302,16.421111,53.411667,46.581746,114.234365,17.024921,79.799367,26.844557,72.864810,52.954810,117.204430,72.246709
82.844545,30.976591,75.544773,51.867955,124.730682,89.549545,49.068647,14.107882,39.306529,34.961118,121.387176,4.479235,70.490417,17.468646,63.462917,53.022083,108.660417,35.941042
79.232143,33.563571,75.599286,45.669286,134.297143,132.747143,74.331765,20.741765,66.517479,53.590168,111.454202,45.946723,49.712881,14.125085,40.251695,35.588136,120.972655,4.665932
50.739447,14.197638,42.081658,36.542362,120.626030,8.622915,76.258372,21.456977,67.650581,54.800814,109.002674,43.389884,83.941600,30.706800,76.252800,53.236000,127.062400,108.180000
64.531429,15.069762,56.890952,49.461905,112.832500,17.337381,46.028750,13.655882,36.205441,32.373309,122.118897,4.125882,78.592889,25.724889,71.063778,52.868111,116.325222,68.161444
63.911509,15.233962,55.950566,48.678113,114.406415,20.225566,45.493492,13.516905,35.401905,31.976825,121.207857,2.799683,80.091154,27.184231,73.168205,52.906923,117.385897,72.504103
80.367922,27.437662,73.425714,52.930130,117.631169,72.775844,60.310159,13.698571,54.261270,46.610952,121.469841,4.034921,51.564941,14.485824,41.331059,37.079941,116.736294,13.494412
58.589608,15.000490,50.075686,43.589706,115.458333,12.069216,77.474955,23.968378,69.650360,53.506667,114.904144,60.706937,43.072680,12.863505,33.604227,30.209381,123.961443,1.881031
64.097042,19.875070,51.301690,44.221408,115.277606,7.209577,44.792500,10.897955,37.996515,33.895455,121.415758,7.351667,77.480467,24.192897,69.537944,53.287664,115.362430,62.333551
48.271190,13.601667,39.005238,34.670060,121.131429,5.390060,83.075143,31.346857,74.423143,51.729429,125.231143,97.310571,72.305794,19.215701,64.867570,53.089720,110.487850,35.893364
81.158421,32.824737,75.753684,48.334737,130.374737,119.633158,49.068647,14.107882,39.306529,34.961118,121.387176,4.479235,73.307686,19.969339,65.926364,53.338430,111.094463,42.293306
49.389412,9.596176,47.284706,39.793529,131.152941,2.745588,71.653771,21.069371,63.349371,50.584686,114.189771,44.831657,44.903564,14.107822,33.709901,30.796040,119.930297,2.109901
51.026080,13.958844,42.046884,37.067638,119.603065,7.103116,129.830000,8.400000,48.380000,121.430000,107.690000,418.540000,76.999000,24.109909,69.843727,52.889182,114.969727,57.453909
53.575333,10.263000,50.906000,43.312000,128.727333,1.565000,46.203770,14.436393,35.346721,31.767705,120.508852,3.262705,72.846772,21.323861,64.930633,51.523291,113.870063,48.778418
73.637368,20.280175,66.041316,53.357456,111.546404,44.366842,49.762655,14.213277,40.186158,35.549605,120.788531,4.641638,81.645263,32.137368,76.676842,49.508947,129.447895,119.610526
41.313875,10.750750,33.515875,30.563500,125.286250,0.803375,80.999859,28.307183,74.207324,52.692535,119.235775,75.335493,60.992516,16.153648,51.248616,44.839308,113.627233,17.225786
54.395895,15.588632,44.867579,38.807789,124.866737,4.397368,73.929155,21.677958,66.803732,52.251549,113.725141,52.778944,42.306301,12.042603,32.191370,30.263562,117.041918,3.282603
65.043607,16.091557,55.512705,48.952541,112.293115,20.616721,81.371471,29.040588,74.479265,52.330882,119.947206,76.653824,44.044417,12.503083,35.511500,31.541583,122.493333,3.535750
77.661182,24.123818,69.765273,53.537455,114.948909,60.924182,49.700133,11.924133,40.584133,37.776200,117.041933,6.929933,55.123200,19.921200,46.734400,35.203000,127.094000,8.216800
44.223097,13.080000,35.004956,31.143363,123.393097,1.967699,80.847397,28.079178,73.670000,52.768082,118.578767,74.527397,63.345484,15.407097,54.556855,47.938952,112.545968,20.073710
67.516747,15.058072,59.949277,52.459157,107.505783,29.670964,81.589385,29.533385,74.288154,52.055846,121.037846,77.988769,48.436481,14.005000,38.851852,34.431852,122.005741,3.827346
49.586034,14.194885,39.778563,35.391437,121.136034,4.464655,79.110667,33.286000,74.774667,45.825333,133.240667,130.134667,73.878347,20.405785,66.573802,53.472810,111.397438,44.819174
82.169677,30.046935,74.266613,52.122742,121.155484,79.452097,65.993590,16.082650,57.377265,49.911453,111.105214,24.496838,45.329313,12.929160,36.495038,32.400382,122.476489,2.746794
48.143846,13.943846,38.336346,34.200256,121.646859,3.173269,73.177097,30.709355,67.693226,42.469355,131.450323,89.594839,72.967317,18.789187,65.199675,54.178130,109.784553,39.670894
48.486556,14.214636,38.650993,34.272053,122.422384,1.992517,80.786835,27.698861,73.948734,53.087848,117.837089,70.763165,63.128500,13.796000,55.253375,49.333500,109.505750,28.260375
39.013148,10.213148,33.848519,28.800556,129.344259,3.417963,75.078769,22.180462,67.817077,52.898692,114.157308,55.887000,54.658413,15.899444,43.289524,38.759048,116.907381,5.572302
47.972400,13.671267,38.677200,34.301333,122.865933,2.326200,77.423894,23.730708,70.344071,53.693540,115.374248,59.038850,59.769149,15.022128,49.958723,44.747447,108.259362,24.078085
67.987216,16.425670,59.640309,51.561443,110.889794,23.690825,46.402148,13.018255,37.431812,33.384564,121.345973,5.530000,81.956719,29.770156,74.001094,52.186562,120.601719,78.593906
48.709583,13.523155,40.002143,35.186786,121.468036,4.243333,73.619636,16.455273,66.116545,57.164727,101.107091,52.361455,74.961149,25.992759,65.997126,48.968506,121.699425,52.404943
