0.690000,0.597176,0.418471,0.188588,0.505882,0.019529,0.538118,0.531111,0.456756,0.554267,0.172978,0.500000,0.005911,0.496089,0.487500,0.480000,0.640000,0.465000,0.625000,0.000000,0.550000,0.468870,0.388644,0.538192,0.345254,0.502825,0.007514,0.471582,0.397182,0.437455,0.471727,0.178227,0.505682,0.005659,0.512977,0.541667,0.640000,0.546667,0.218333,0.500000,0.000000,0.601667,0.483333,0.553651,0.543492,0.630952,0.500000,0.000000,0.488095,0.739658,0.718493,0.443973,0.319110,0.517123,0.005685,0.497671,0.527137,0.532531,0.492656,0.362241,0.502075,0.008963,0.491701,0.367010,0.548660,0.570309,0.168144,0.500000,0.013711,0.490412
0.504507,0.317183,0.581549,0.319014,0.507042,0.011690,0.487887,0.860000,0.893333,0.473333,0.356667,0.666667,0.000000,0.530000,0.560000,0.310000,0.440000,0.250000,0.500000,0.000000,0.540000,0.380000,0.560000,0.350000,0.170000,0.500000,0.000000,0.490000,0.499347,0.508722,0.495270,0.257301,0.504261,0.007315,0.500952,0.340000,0.470000,0.510000,0.390000,0.500000,0.000000,0.560000,0.350000,0.210000,1.000000,0.800000,0.500000,0.000000,0.130000,0.490000,0.320000,0.530000,0.170000,0.500000,0.000000,0.520000,0.390000,0.370000,0.550000,0.080000,0.500000,0.000000,0.510000,0.540000,0.540000,0.460000,0.140000,0.500000,0.000000,0.570000
0.609516,0.588602,0.453871,0.209516,0.502688,0.017849,0.511505,0.300725,0.482464,0.394058,0.180145,0.500000,0.000000,0.492029,0.528710,0.495484,0.518011,0.420699,0.502688,0.009839,0.504355,0.511262,0.423178,0.561869,0.182897,0.502336,0.002336,0.487383,0.786480,0.727040,0.430720,0.308560,0.520000,0.000000,0.503040,0.362301,0.362035,0.521327,0.303894,0.500000,0.007345,0.481593,0.460643,0.553815,0.540763,0.205221,0.500000,0.012008,0.507992,0.437166,0.439947,0.456578,0.169733,0.510695,0.008877,0.515241,0.338630,0.300822,0.512740,0.156849,0.506849,0.000000,0.490000,0.486463,0.518171,0.532195,0.629390,0.506098,0.000000,0.472195
0.453937,0.602750,0.480563,0.175000,0.509375,0.034250,0.515562,0.384286,0.512556,0.511654,0.222556,0.500000,0.000000,0.476617,0.702407,0.659419,0.435768,0.253527,0.512448,0.000000,0.509419,0.274118,0.227059,0.545294,0.174706,0.529412,0.000000,0.501765,0.547196,0.459797,0.518007,0.185574,0.503378,0.001689,0.501622,0.293846,0.390769,0.309231,0.133077,0.500000,0.000000,0.493846,0.383309,0.387338,0.566763,0.149424,0.500000,0.000000,0.505971,0.509322,0.500102,0.521593,0.481288,0.503390,0.009017,0.490915,0.401484,0.380604,0.494286,0.246923,0.500000,0.013681,0.497857,0.263750,0.336250,0.357500,0.197500,0.500000,0.000000,0.498750
0.417733,0.495022,0.395556,0.204311,0.508889,0.000000,0.515556,0.830513,0.804615,0.406923,0.376923,0.538462,0.000000,0.486923,0.748898,0.657203,0.433136,0.253390,0.508475,0.000000,0.517712,0.395319,0.383456,0.546127,0.210809,0.501225,0.007328,0.494314,0.537391,0.587609,0.482826,0.653478,0.500000,0.000000,0.500000,0.558066,0.501508,0.516426,0.180197,0.503279,0.002721,0.496230,0.418614,0.588713,0.546337,0.222079,0.500000,0.034554,0.495842,0.494847,0.469939,0.544663,0.480859,0.506135,0.008160,0.484417,0.591042,0.643125,0.472292,0.385625,0.500000,0.017292,0.508958,0.641935,0.587742,0.545161,0.215484,0.500000,0.053548,0.524194
0.409531,0.533438,0.374766,0.214219,0.500000,0.000000,0.510313,0.750289,0.700925,0.431792,0.290520,0.514451,0.004798,0.507977,0.586605,0.509926,0.513358,0.180738,0.501845,0.009188,0.510000,0.461700,0.437600,0.537000,0.486500,0.505000,0.005000,0.480600,0.536860,0.573967,0.500744,0.545289,0.504132,0.000000,0.501901,0.318605,0.376744,0.492558,0.199302,0.500000,0.000000,0.446047,0.425918,0.497789,0.530850,0.165578,0.506803,0.004524,0.502415,0.474831,0.422585,0.531441,0.276568,0.502119,0.025339,0.494576,0.335851,0.323085,0.589681,0.213936,0.505319,0.000000,0.486915,0.304583,0.346250,0.327917,0.153333,0.500000,0.000000,0.510417
0.386538,0.369327,0.572212,0.378269,0.500000,0.000000,0.469423,0.607821,0.528939,0.517430,0.169553,0.502793,0.000000,0.503799,0.772333,0.704933,0.431333,0.301933,0.516667,0.000000,0.509333,0.484690,0.619310,0.429379,0.204966,0.503448,0.000000,0.511172,0.328688,0.406000,0.540437,0.165813,0.506250,0.000000,0.487313,0.345070,0.377746,0.347606,0.186479,0.500000,0.000000,0.509437,0.502000,0.496667,0.511333,0.253333,0.500000,0.742000,0.508667,0.466467,0.479022,0.522934,0.227098,0.500000,0.000000,0.512713,0.482279,0.393309,0.530221,0.163162,0.511029,0.000000,0.482059,0.526425,0.525121,0.513333,0.507971,0.504831,0.000000,0.494928
0.352667,0.346889,0.627556,0.153556,0.500000,0.000000,0.476889,0.230000,0.165000,0.520000,0.180000,0.500000,0.000000,0.485000,0.398462,0.445385,0.321538,0.167692,0.500000,0.000000,0.500769,0.358400,0.312400,0.475200,0.132000,0.520000,0.000000,0.526400,0.652444,0.629605,0.457012,0.288963,0.507407,0.010247,0.508889,0.265714,0.460000,0.248571,0.154286,0.500000,0.000000,0.470000,0.299412,0.454265,0.502647,0.151176,0.507353,0.000000,0.495441,0.501193,0.486041,0.516371,0.161142,0.506345,0.003376,0.502766,0.370000,0.255000,0.355000,0.160000,0.500000,0.000000,0.523333,0.434605,0.443603,0.520462,0.350694,0.500963,0.010886,0.492139
0.706786,0.579881,0.486429,0.202381,0.505952,0.019762,0.518452,0.510813,0.509125,0.516625,0.554750,0.503125,0.003125,0.489937,0.821364,0.775758,0.433788,0.329848,0.537879,0.000000,0.489545,0.403750,0.500000,0.718750,0.217500,0.500000,0.000000,0.550000,0.675949,0.667975,0.406962,0.325443,0.500000,0.010506,0.514304,0.524103,0.593077,0.561282,0.360000,0.512821,0.000000,0.490256,0.421441,0.607568,0.510811,0.176757,0.500000,0.026937,0.502342,0.408703,0.442814,0.466228,0.211577,0.503992,0.004311,0.502216,0.429718,0.355117,0.582723,0.239061,0.502347,0.006244,0.482160,0.568296,0.518834,0.518879,0.188520,0.502242,0.007444,0.508341
0.471180,0.600056,0.477921,0.171348,0.502809,0.009326,0.513876,0.622632,0.601579,0.530789,0.196711,0.506579,0.010921,0.496184,0.523333,0.618889,0.512222,0.382963,0.518519,0.000000,0.522963,0.694368,0.519770,0.481609,0.242069,0.500000,0.019080,0.518506,0.461902,0.432638,0.555460,0.394417,0.500000,0.003067,0.482883,0.428521,0.419229,0.553229,0.181333,0.504167,0.010729,0.495229,0.520510,0.535612,0.521429,0.608469,0.505102,0.000000,0.484184,0.773750,0.596250,0.517500,0.440000,0.500000,0.103750,0.518750,0.450806,0.466300,0.400476,0.244908,0.501832,0.001832,0.508278,0.800000,0.756702,0.428191,0.312872,0.526596,0.000000,0.496170
