5.973529,2.770588,4.501471,1.472059,6.932258,3.106452,5.854839,2.141935,5.007843,3.400000,1.494118,0.260784
5.394444,3.738889,1.650000,0.327778,4.957778,3.017778,2.020000,0.468889,6.394253,2.931034,5.094253,1.756322
6.593750,2.984375,5.373438,1.907812,5.006000,3.418000,1.464000,0.244000,5.672222,2.672222,4.075000,1.263889
5.512500,4.000000,1.475000,0.275000,4.934043,3.206383,1.659574,0.321277,6.321053,2.898947,4.989474,1.710526
5.512500,2.583333,3.883333,1.191667,6.498684,2.963158,5.228947,1.828947,5.006000,3.418000,1.464000,0.244000
4.803226,3.209677,1.422581,0.206452,5.278261,3.504348,1.834783,0.430435,6.314583,2.895833,4.973958,1.703125
5.056667,3.260000,1.811667,0.386667,6.233333,2.891358,4.903704,1.697531,7.577778,3.144444,6.433333,2.122222
5.006000,3.418000,1.464000,0.244000,5.829630,2.731481,4.314815,1.392593,6.769565,3.036957,5.600000,2.008696
7.038462,3.107692,5.930769,2.157692,5.018182,3.321818,1.632727,0.314545,6.050725,2.820290,4.634783,1.542029
5.883607,2.740984,4.388525,1.434426,5.006000,3.418000,1.464000,0.244000,6.853846,3.076923,5.715385,2.053846
5.435294,2.482353,3.764706,1.158824,6.431325,2.951807,5.139759,1.781928,5.006000,3.418000,1.464000,0.244000
7.122727,3.113636,6.031818,2.131818,5.005556,3.335185,1.598148,0.301852,6.074324,2.831081,4.659459,1.575676
4.716667,2.566667,2.266667,0.633333,6.301031,2.886598,4.958763,1.695876,5.042553,3.461702,1.472340,0.244681
5.304545,3.731818,1.486364,0.268182,4.800000,3.062500,1.675000,0.325000,6.314583,2.895833,4.973958,1.703125
5.006000,3.418000,1.464000,0.244000,6.850000,3.073684,5.742105,2.071053,5.901613,2.748387,4.393548,1.433871
5.839286,2.735714,4.339286,1.407143,5.006000,3.418000,1.464000,0.244000,6.800000,3.045455,5.627273,2.018182
6.120513,2.841026,4.735897,1.617949,5.018182,3.321818,1.632727,0.314545,7.241176,3.164706,6.152941,2.135294
6.677358,3.007547,5.513208,1.971698,5.006000,3.418000,1.464000,0.244000,5.793617,2.719149,4.221277,1.342553
6.853846,3.076923,5.715385,2.053846,5.006000,3.418000,1.464000,0.244000,5.883607,2.740984,4.388525,1.434426
5.580000,2.633333,3.986667,1.233333,5.006000,3.418000,1.464000,0.244000,6.554286,2.974286,5.300000,1.865714
5.006000,3.418000,1.464000,0.244000,5.829630,2.731481,4.314815,1.392593,6.769565,3.036957,5.600000,2.008696
