-61.000000,-54.000000,-51.000000,-63.000000,-44.000000,-87.000000,-88.000000,-58.000000,-56.000000,-51.000000,-59.000000,-65.000000,-81.000000,-84.000000,-61.000000,-56.000000,-57.000000,-56.000000,-75.000000,-74.000000,-81.000000,-68.000000,-64.000000,-66.000000,-73.000000,-81.000000,-86.000000,-83.000000
-43.816583,-54.128141,-53.113065,-46.336683,-62.296482,-76.361809,-78.633166,-60.503513,-55.419204,-50.922717,-61.416862,-48.772834,-87.416862,-87.543326,-59.613728,-55.812921,-57.553163,-61.343203,-67.001346,-83.228802,-83.886945,-39.569444,-56.877315,-56.210648,-39.092593,-69.164352,-75.027778,-75.111111
-60.381603,-55.622951,-55.336066,-62.052823,-59.994536,-84.833333,-85.189435,-32.378505,-57.065421,-58.144860,-33.387850,-68.121495,-74.172897,-73.785047,-48.867925,-55.218029,-53.234801,-48.962264,-64.698113,-80.295597,-81.968553,-38.497630,-55.080569,-53.710900,-40.279621,-66.199052,-69.426540,-71.213270
-59.910683,-55.024518,-51.159370,-61.099825,-51.234676,-86.612960,-86.898424,-62.291489,-56.327660,-60.727660,-64.072340,-70.361702,-82.778723,-83.482979,-49.730673,-55.802993,-53.177057,-50.466334,-64.147132,-81.957606,-83.279302,-38.051971,-55.514337,-55.286738,-39.236559,-66.725806,-73.016129,-73.838710
-38.441176,-55.617647,-55.617647,-44.382353,-67.794118,-66.088235,-69.911765,-62.440079,-56.339882,-60.453831,-64.214145,-70.066798,-82.948919,-84.104126,-36.340807,-55.950673,-55.766816,-37.168161,-67.343049,-72.654709,-73.383408,-54.761622,-55.118694,-51.823937,-55.748764,-56.653808,-84.172107,-84.607319
-41.194175,-53.577670,-52.563107,-39.296117,-63.490291,-72.271845,-73.883495,-58.443874,-55.546588,-54.818782,-59.916361,-60.762289,-84.172414,-84.856200,-38.145833,-56.890625,-56.565104,-40.210938,-67.497396,-75.934896,-76.567708,-39.744681,-56.468085,-56.617021,-41.085106,-73.702128,-68.000000,-67.489362
-39.251994,-55.976077,-55.309410,-39.944179,-67.264753,-74.199362,-75.175439,-54.163880,-54.688963,-54.712375,-55.966555,-64.446488,-81.489967,-82.031773,-60.146586,-55.216867,-50.636546,-61.261044,-49.391566,-87.052209,-86.991968,-63.924188,-57.574007,-62.505415,-65.386282,-72.093863,-84.346570,-86.429603
-48.384615,-54.316239,-51.465812,-48.059829,-62.799145,-79.273504,-80.602564,-57.835616,-55.761986,-57.210616,-59.494863,-68.301370,-82.215753,-82.001712,-60.945055,-55.503925,-53.072214,-62.284144,-53.737834,-86.649922,-87.152276,-38.056881,-56.176147,-56.269725,-39.388991,-66.911927,-73.779817,-75.572477
-57.563981,-56.199052,-53.213270,-58.094787,-60.438389,-84.829384,-87.319905,-63.059850,-57.251870,-60.436409,-65.917706,-66.109726,-85.670823,-85.149626,-57.525301,-53.306024,-51.539759,-58.197590,-54.653012,-83.387952,-83.349398,-40.956693,-55.709974,-54.918635,-42.036745,-66.384514,-75.081365,-75.943570
-40.273371,-55.473088,-54.903683,-41.273371,-65.393768,-74.754958,-76.145892,-62.534413,-56.327935,-60.637652,-64.257085,-70.350202,-82.957490,-84.038462,-60.376068,-55.333333,-50.809829,-61.566239,-49.064103,-87.228632,-87.162393,-51.445783,-55.304217,-52.506024,-52.524096,-64.451807,-82.496988,-82.490964
