rep, RING, TREE, NETA, NETB, TORUS, GRAPH, SAME, GOODBAD, RAND
1, 0.00038687353403728497, 0.00038687336730371656, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
2, 0.00038687353403728497, 0.00038687336730371656, 0.00038687353403728497, 0.00038687353403728497, 0.00038687211052039277, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
3, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687336730371656, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
4, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
5, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
6, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
7, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
8, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
9, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
10, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
11, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
12, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
13, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
14, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
15, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687336730371656, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
16, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
17, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
18, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
19, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
20, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
21, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
22, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
23, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
24, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
25, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687336730371656, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
26, 0.00038687353403728497, 0.00038687353403728497, 0.00038687336730371656, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
27, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
28, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
29, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
30, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
31, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497, 0.00038687353403728497
