0.406702,0.238385,0.239909,0.165270,0.292460,0.431074,0.628332,0.790556,0.537700,0.185072,0.627570,0.410510,0.488957,0.321401,0.395278,0.243717,0.418169,0.593691,0.599858,0.537002,0.387571,0.429554,0.375474,0.500237,0.557163,0.535579,0.366698,0.719402,0.505930,0.610531,0.698767,0.628795,0.750110,0.286976,0.341722,0.541280,0.396909,0.777483,0.335541,0.456071,0.214128,0.621634,0.288742,0.364680,0.472848,0.624724,0.378366,0.262693,0.399867,0.630739,0.543912,0.564205,0.796075,0.434797,0.747838,0.425150,0.582169,0.527279,0.714904,0.341650,0.477379,0.360279,0.329674,0.616434
0.469622,0.486270,0.475892,0.690162,0.623784,0.361730,0.539243,0.419027,0.598703,0.496000,0.327135,0.537081,0.301405,0.694270,0.567784,0.513730,0.447879,0.774982,0.475917,0.346873,0.296190,0.706686,0.496046,0.434939,0.232926,0.497124,0.644141,0.512221,0.631560,0.634436,0.295111,0.522286,0.460191,0.347930,0.500796,0.301752,0.715764,0.266720,0.484873,0.412420,0.181529,0.495223,0.612261,0.147293,0.682325,0.167994,0.750796,0.483280,0.562471,0.243332,0.514272,0.405709,0.328498,0.688348,0.436593,0.838559,0.769771,0.559195,0.514272,0.622836,0.595695,0.143659,0.431914,0.459991
0.347417,0.583906,0.435951,0.444162,0.577187,0.464019,0.570319,0.563004,0.423261,0.640639,0.547029,0.544043,0.484473,0.552852,0.517169,0.507316,0.753136,0.441277,0.791334,0.436716,0.449829,0.773090,0.167047,0.598632,0.455530,0.273660,0.477195,0.296465,0.576967,0.271950,0.325542,0.495439,0.680484,0.176166,0.319516,0.632124,0.400691,0.723661,0.208981,0.252159,0.623489,0.792746,0.129534,0.321244,0.177893,0.207254,0.632124,0.091537,0.653477,0.325042,0.429621,0.732617,0.239118,0.317694,0.668174,0.277558,0.732052,0.149237,0.337479,0.607688,0.520633,0.674958,0.515546,0.621255
0.624923,0.532858,0.314941,0.683199,0.358648,0.343459,0.612833,0.283013,0.628022,0.263794,0.575635,0.482021,0.399566,0.648171,0.609113,0.374148,0.377132,0.471065,0.609729,0.336036,0.609729,0.636847,0.272016,0.630976,0.558289,0.360358,0.297736,0.493989,0.423260,0.367067,0.373777,0.622868,0.218640,0.502208,0.421820,0.616608,0.392226,0.424028,0.564488,0.799912,0.140018,0.855124,0.510601,0.505742,0.471731,0.614399,0.574205,0.392226,0.772072,0.473745,0.635314,0.346797,0.625505,0.634160,0.685516,0.275245,0.548182,0.818234,0.631852,0.552799,0.813618,0.403347,0.410271,0.632429
0.450321,0.315905,0.411659,0.549479,0.476362,0.677083,0.469752,0.619391,0.596755,0.597155,0.359375,0.423077,0.493389,0.328726,0.517628,0.388021,0.429675,0.808346,0.786708,0.707883,0.540958,0.652241,0.542504,0.204019,0.655332,0.601236,0.930448,0.820711,0.894900,0.358578,0.496136,0.411128,0.779083,0.758949,0.359060,0.671700,0.484899,0.281879,0.552573,0.633110,0.313199,0.574385,0.804251,0.298658,0.398210,0.757271,0.475951,0.393736,0.379188,0.564779,0.606878,0.296768,0.508449,0.337682,0.513489,0.326712,0.393418,0.325230,0.396976,0.666469,0.452713,0.672102,0.461607,0.744738
0.553347,0.206759,0.588469,0.722333,0.568588,0.859510,0.581842,0.861498,0.302850,0.588469,0.362492,0.671306,0.756793,0.619616,0.325381,0.504307,0.456541,0.380052,0.484355,0.385919,0.534116,0.390048,0.564754,0.417427,0.428292,0.464146,0.593655,0.358105,0.649283,0.309648,0.626684,0.488266,0.546778,0.744283,0.498960,0.715870,0.109494,0.729730,0.588358,0.686071,0.391545,0.593209,0.459459,0.586279,0.184338,0.582121,0.897436,0.471240,0.453789,0.686075,0.436229,0.463339,0.565619,0.400493,0.335798,0.384165,0.707640,0.497227,0.379236,0.590881,0.272643,0.706716,0.198090,0.533272
0.771063,0.479954,0.715282,0.397443,0.479954,0.656595,0.181871,0.810575,0.571180,0.517141,0.695526,0.335851,0.678675,0.475305,0.762347,0.698431,0.352177,0.504848,0.575407,0.458428,0.502579,0.556427,0.574789,0.310501,0.516402,0.506911,0.374871,0.367444,0.267176,0.544254,0.348876,0.607386,0.395934,0.486906,0.250861,0.482081,0.506892,0.232943,0.539283,0.743625,0.530669,0.505858,0.415920,0.731220,0.695382,0.487595,0.417298,0.298759,0.763158,0.508271,0.379699,0.825564,0.433835,0.708271,0.565414,0.300752,0.198496,0.510526,0.715789,0.709774,0.601504,0.468421,0.826316,0.305263
0.292868,0.345220,0.661608,0.368741,0.632777,0.380880,0.325493,0.166161,0.647193,0.439302,0.232170,0.186646,0.198786,0.324734,0.408953,0.346737,0.577230,0.617843,0.606747,0.703728,0.412117,0.432091,0.636263,0.556813,0.406569,0.456281,0.482246,0.535508,0.349534,0.672659,0.498447,0.662450,0.624876,0.498839,0.335323,0.332670,0.406965,0.753897,0.528027,0.569818,0.653731,0.734328,0.408292,0.543947,0.700829,0.266003,0.558872,0.333997,0.166752,0.315655,0.324324,0.378888,0.709842,0.368689,0.269250,0.516063,0.323304,0.328914,0.746048,0.574197,0.678735,0.628761,0.429883,0.494646
0.454519,0.268265,0.439503,0.354317,0.380306,0.673693,0.292232,0.682645,0.453653,0.664742,0.257003,0.462316,0.569160,0.487727,0.663298,0.348253,0.218735,0.725846,0.227563,0.349681,0.502207,0.620402,0.674841,0.301128,0.695439,0.217263,0.709662,0.418342,0.563512,0.614026,0.325650,0.411967,0.621563,0.565029,0.633920,0.641643,0.720420,0.349398,0.574297,0.471115,0.576460,0.667902,0.546803,0.731233,0.568119,0.310473,0.454124,0.661724,0.565745,0.545366,0.589520,0.672489,0.309073,0.347404,0.567200,0.463367,0.211063,0.284813,0.517225,0.293062,0.156235,0.751092,0.427948,0.597283
0.467235,0.506612,0.575962,0.594182,0.598002,0.281516,0.441375,0.491919,0.336468,0.339406,0.290038,0.580076,0.298560,0.607405,0.290626,0.606524,0.441528,0.514473,0.202239,0.236588,0.536472,0.673099,0.502123,0.471247,0.406407,0.422617,0.644153,0.202624,0.378232,0.511386,0.373215,0.232729,0.504283,0.475978,0.596648,0.595158,0.193669,0.757914,0.330354,0.536685,0.623091,0.653259,0.685289,0.620112,0.647300,0.635754,0.667039,0.602607,0.523338,0.484206,0.550212,0.551627,0.643564,0.333805,0.813767,0.528996,0.669024,0.702499,0.319189,0.594531,0.729373,0.186233,0.738331,0.534653
