4367.180000,4017.950000,4273.850000,4116.920000,4315.380000,4602.050000,4050.770000,4618.460000,4205.640000,4243.080000,4238.970000,4304.620000,4654.870000,4443.080000,4262.560000,4030.260000,4230.770000,4107.690000,4334.360000,4604.100000,4052.310000,4594.360000,4174.360000,4191.790000,4165.130000,4240.000000,4564.100000,4315.380000
4275.809821,3989.717210,4250.198989,4108.821336,4329.458269,4609.128190,4055.313521,4607.324681,4191.849479,4220.978140,4190.822880,4267.397524,4591.970680,4338.193148,4336.344193,4016.041158,4268.347559,4182.506906,4345.584162,4654.940193,4127.635856,4618.789072,4227.267308,4234.550807,4206.096992,4282.935828,4622.475074,4440.916672
4348.609512,4015.184127,4271.722463,4195.223259,4345.886345,4662.679626,4140.041398,4622.512127,4236.413654,4239.779049,4212.462212,4288.300031,4633.567128,4465.071751,4277.234613,4000.700341,4251.132235,4114.261380,4334.801708,4612.789309,4060.779393,4605.250569,4189.385107,4217.149009,4185.707558,4264.053779,4584.466869,4335.017117
4283.299973,4002.275260,4254.414148,4187.087453,4339.290658,4619.148135,4134.777938,4612.836543,4197.834876,4224.238642,4192.575694,4270.235243,4591.924706,4355.561639,4379.539318,4020.947137,4278.358934,4131.909599,4345.397338,4681.137185,4074.026129,4620.861998,4250.148331,4241.876608,4217.200626,4292.657972,4649.942312,4507.266084
4348.894595,4017.014305,4271.854437,4194.725675,4346.021018,4662.427310,4139.694163,4621.475987,4235.373827,4239.333817,4212.179253,4288.101092,4633.626119,4464.531320,4275.791713,3997.377142,4250.630952,4114.028381,4334.423055,4612.552878,4060.312077,4606.791134,4190.533504,4217.607350,4185.833224,4264.069363,4583.708728,4334.200204
4292.007050,4004.923012,4259.227101,4118.160304,4338.366327,4617.080642,4069.727520,4613.294516,4198.549080,4227.679467,4197.037695,4274.533145,4598.337943,4351.972644,4564.220103,4049.013736,4302.868694,4543.952898,4369.079405,4862.273366,4439.883135,4638.434593,4383.091853,4260.776829,4246.357072,4317.303767,4751.845559,4938.642491
4355.749092,3986.547665,4253.290045,4106.288461,4335.401997,4617.873689,4066.838078,4619.794567,4269.742303,4233.195972,4202.074993,4274.030863,4638.690583,4346.787432,4309.415841,4018.348363,4267.988451,4186.622601,4344.083602,4653.685298,4126.497978,4614.675698,4200.011358,4230.621553,4202.598029,4281.155075,4606.526658,4442.173521
4345.180572,3989.579698,4256.666815,4109.791115,4334.758039,4613.336846,4068.282372,4616.614913,4245.767167,4231.900469,4204.958569,4276.950046,4632.698095,4361.118882,4306.144315,4023.456272,4269.009948,4202.344612,4346.475961,4664.828869,4138.958350,4615.678543,4200.559422,4230.920032,4200.760630,4280.780590,4603.344277,4453.943786
4278.669949,3992.490875,4251.454480,4212.550610,4335.897364,4671.924496,4156.259079,4612.088396,4195.192793,4220.693528,4188.812249,4267.635479,4585.217753,4467.627795,4354.247698,4022.682982,4273.417607,4129.359736,4346.109543,4623.164147,4076.118317,4619.023563,4236.494074,4239.257179,4212.656961,4287.902334,4637.622558,4378.167273
4343.029614,4015.986799,4270.445225,4188.071278,4345.819867,4657.906748,4131.793465,4619.562380,4230.758704,4237.241744,4210.145316,4285.929460,4630.548067,4452.699510,4272.168015,3995.112456,4248.887208,4110.452687,4332.129458,4611.304049,4059.987121,4607.796296,4190.708790,4217.352734,4184.339249,4263.452124,4579.050394,4330.980959
4295.985432,4006.858827,4262.777630,4120.833511,4341.435152,4620.369473,4072.989588,4616.497906,4201.673487,4231.184662,4200.924691,4277.820867,4602.862141,4356.282714,4915.549282,4076.356156,4292.517895,5174.756906,4348.744147,5185.473987,4966.786013,4605.961691,4611.488134,4234.327289,4237.531531,4311.553525,4897.760159,5793.433764
4324.699123,4006.906675,4262.429608,4119.718717,4338.646900,4643.266996,4069.747816,4613.314724,4218.432139,4230.000226,4201.657733,4277.948597,4617.317393,4415.417957,4296.336590,4036.081661,4278.672301,4580.923336,4370.199489,4650.969952,4484.296562,4641.277869,4222.454724,4243.419755,4209.807168,4291.043880,4595.779868,4425.797651
4261.204955,3993.728316,4244.899234,4109.592836,4332.397016,4612.660336,4063.183820,4607.841529,4189.604262,4213.596713,4178.460426,4259.190660,4566.350093,4318.023582,4333.731117,4012.888593,4267.743374,4175.716862,4343.559218,4650.124722,4119.587390,4617.655430,4224.512617,4234.764010,4207.126070,4283.132516,4624.711459,4435.584628
4277.740021,4011.902544,4256.055731,4269.150791,4346.204126,4626.238710,4206.776101,4619.932456,4203.245571,4226.907428,4195.380173,4271.295261,4586.644220,4360.576082,4339.844261,4008.901412,4267.255167,4122.662157,4339.930055,4651.238651,4071.292655,4614.484279,4225.149096,4233.105194,4205.328499,4282.453665,4626.794887,4439.102645
4279.395189,3995.552601,4252.834121,4111.394385,4332.821728,4612.428796,4064.939304,4610.757726,4194.634654,4222.270170,4190.165442,4269.073225,4586.621334,4339.489324,4359.228297,4022.240417,4273.839373,4211.934313,4349.567163,4671.743482,4150.288798,4620.706552,4240.053316,4239.253442,4213.241772,4288.147050,4640.285746,4483.950872
4283.173595,4002.994700,4253.804185,4197.644890,4336.791498,4614.507219,4134.833775,4607.793339,4192.637902,4219.919059,4189.206854,4267.612262,4587.724205,4355.536038,4365.568235,4017.398369,4275.534644,4128.107058,4347.317430,4677.275121,4082.872452,4625.366905,4248.331662,4244.156590,4217.384834,4292.324823,4646.166473,4485.047526
4330.086771,4011.090484,4266.706266,4171.461175,4342.755640,4647.644519,4115.730046,4617.118392,4222.464337,4233.718656,4205.880131,4281.989088,4622.143695,4429.326766,4252.439860,3998.517259,4241.196225,4109.537043,4333.112126,4613.215806,4065.069074,4607.028864,4187.887468,4210.883128,4173.342056,4255.790114,4556.194059,4306.797462
4396.372916,4014.570598,4279.094361,4265.724125,4351.673794,4706.321202,4206.346248,4628.392853,4269.323851,4247.783468,4224.810750,4298.040887,4665.816612,4569.677138,4287.357377,4007.538293,4257.026383,4118.167540,4337.130531,4615.104667,4065.864144,4610.330834,4195.386927,4223.672464,4192.080746,4270.502472,4591.712720,4345.304666
4406.567343,4031.631520,4282.625389,4274.504994,4350.449949,4702.760508,4200.923223,4620.655927,4263.376273,4241.616866,4218.566686,4296.182628,4660.603474,4574.340848,4283.168112,3999.759185,4255.506638,4114.794130,4337.754452,4617.134080,4068.961809,4613.951629,4198.433304,4226.600908,4195.082393,4271.473714,4594.423627,4344.152337
4335.628971,4011.192045,4267.926937,4123.950817,4342.346420,4650.015006,4072.843818,4616.798118,4224.540931,4235.172506,4207.418773,4283.166051,4626.270524,4430.295651,4265.956757,4003.954328,4248.086543,4332.265855,4339.270417,4619.564006,4263.683029,4613.031703,4195.504118,4215.577028,4182.205455,4263.179457,4570.043754,4359.868216
4428.261148,4028.832427,4284.800846,4305.226352,4353.225334,4722.235245,4234.734856,4626.093935,4281.136999,4247.321808,4227.456845,4301.679880,4678.900449,4623.994674,4285.363436,4003.214405,4256.880086,4116.726641,4337.793490,4617.137583,4067.661502,4612.606787,4197.408113,4225.814451,4193.863449,4271.516834,4593.310855,4345.089808
4283.286559,4011.680382,4251.877125,4118.927000,4334.263306,4610.732092,4061.123549,4600.269164,4183.867421,4211.104546,4176.759020,4262.575141,4579.663668,4336.930697,4331.753531,4009.280711,4267.114705,4176.663140,4343.644963,4652.498298,4122.946298,4620.076563,4227.727442,4236.462215,4208.999744,4283.473914,4624.254470,4436.678346
4374.409711,4028.125313,4273.141776,4232.434055,4348.864411,4680.842319,4170.741761,4616.949020,4245.274227,4237.210507,4210.339532,4288.122944,4641.406793,4513.427880,4282.688123,3996.048194,4257.207125,4114.509621,4336.417477,4616.505132,4065.304086,4615.390184,4199.061081,4226.911110,4196.565844,4272.588739,4595.623773,4343.949182
4323.959768,4007.119938,4264.316883,4169.214988,4341.663604,4646.935011,4115.692049,4617.353552,4221.573739,4232.131302,4202.575623,4279.660306,4614.493081,4422.526214,4303.621323,4033.491868,4261.384129,4126.698664,4342.435226,4617.924887,4062.984269,4604.438797,4194.212041,4224.012793,4201.393125,4275.402048,4621.587214,4361.865366
