1.000000,0.918367,20.536178,19.558442,18.009276,16.072356,13.372913,9.359926,101.969337,33.949264,13.785280,2.707091,0.723445,0.267708,0.096691,0.037090,0.523200,0.105950,0.582560,0.993464,0.918301,54.186275,52.191176,50.228758,46.586601,42.287582,31.535948,30.741503,13.522302,4.229968,1.069734,0.417439,0.163482,0.075972,0.037344,0.523223,0.110617,0.119281
0.993266,0.915825,55.240741,53.212121,51.213805,47.530303,43.170034,32.222222,30.931038,13.648245,4.291936,1.090236,0.425420,0.165884,0.077409,0.038267,0.523281,0.110815,0.109428,1.000000,0.921005,20.499102,19.524237,18.000000,16.052065,13.366248,9.344704,99.465414,33.154838,13.410406,2.632313,0.705045,0.261779,0.094488,0.036114,0.523139,0.105890,0.578097
0.993496,0.918699,54.141463,52.156098,50.201626,46.562602,42.265041,31.525203,30.994212,13.681551,4.307789,1.096454,0.424909,0.166232,0.076038,0.037277,0.523219,0.110609,0.120325,1.000000,0.917910,20.399254,19.416045,17.860075,15.929104,13.236940,9.248134,102.078045,33.880874,13.749471,2.685596,0.716586,0.265137,0.096730,0.037165,0.523205,0.105933,0.583955
0.996219,0.926276,59.567108,57.323251,55.156900,51.251418,46.516068,34.659735,34.252385,15.322847,5.100856,1.346146,0.541970,0.211693,0.096061,0.045193,0.523095,0.110185,0.079395,0.996785,0.911576,20.450161,19.548232,18.117363,16.176849,13.635048,9.662379,89.478714,29.692148,11.769540,2.253517,0.576700,0.212798,0.076840,0.030448,0.523312,0.106940,0.554662
0.994688,0.917663,46.621514,44.938911,43.254980,40.107570,36.312085,27.070385,31.738865,13.769370,4.122572,0.990822,0.389720,0.152062,0.065734,0.031557,0.524341,0.109484,0.184595,1.000000,0.919598,22.927136,21.718593,19.788945,17.520101,14.434673,9.952261,125.316348,40.718509,17.373642,3.436458,0.884298,0.326239,0.123400,0.047948,0.521077,0.106440,0.623116
0.993884,0.915902,51.633028,49.727829,47.866972,44.392966,40.252294,30.019878,30.348962,13.395814,4.171884,1.059799,0.423985,0.161673,0.071994,0.035207,0.523494,0.110277,0.131498,1.000000,0.921529,21.052314,20.042254,18.394366,16.380282,13.607646,9.480885,108.505132,35.841931,14.669204,2.858532,0.740691,0.278896,0.103675,0.039881,0.522842,0.106002,0.605634
0.995266,0.912426,42.223669,40.733728,39.226036,36.394083,32.960947,24.581065,34.904118,14.442984,4.150325,0.869888,0.314063,0.121522,0.053755,0.025908,0.524278,0.109122,0.217751,1.000000,0.934641,27.947712,26.349673,23.859477,20.983660,17.111111,11.679739,144.710105,46.960722,21.280986,4.505697,1.241916,0.462939,0.173817,0.068476,0.520268,0.106525,0.663399
0.996633,0.917508,56.244108,54.163300,52.084175,48.311448,43.784512,32.612795,33.395067,14.913189,4.839046,1.262269,0.501489,0.197002,0.088547,0.042114,0.523200,0.110634,0.107744,0.996409,0.919210,19.429084,18.509874,17.071813,15.219031,12.710952,8.928187,96.837706,31.805867,12.826954,2.448853,0.623923,0.228593,0.082610,0.032011,0.523225,0.106083,0.579892
0.993355,0.916944,54.503322,52.496678,50.544850,46.925249,42.656146,31.847176,30.355663,13.451338,4.193338,1.059271,0.411299,0.160216,0.074092,0.036962,0.523398,0.110534,0.112957,1.000000,0.919854,20.801457,19.817851,18.249545,16.256831,13.495446,9.422587,101.095014,33.655004,13.651397,2.688740,0.724604,0.269391,0.098375,0.037513,0.523008,0.106126,0.581056
0.994382,0.915730,48.233146,46.495787,44.787921,41.540730,37.654494,28.103933,30.508263,13.402545,4.010779,0.982685,0.390432,0.150603,0.066115,0.032082,0.524064,0.109696,0.169944,1.000000,0.922551,22.526196,21.362187,19.494305,17.305239,14.300683,9.874715,118.572639,38.796561,16.317385,3.221247,0.836952,0.312338,0.117396,0.045566,0.521831,0.106380,0.605923
1.000000,0.924706,23.117647,21.898824,19.955294,17.696471,14.571765,10.047059,121.231386,39.647092,16.783567,3.357511,0.898249,0.336815,0.126739,0.049387,0.521226,0.106357,0.618824,0.994490,0.914601,47.391185,45.696970,44.030303,40.844353,37.045455,27.651515,30.650046,13.394337,3.975193,0.946084,0.363159,0.139393,0.061635,0.030106,0.524375,0.109645,0.170799
0.995215,0.912679,43.630383,42.029904,40.409091,37.434211,33.820574,25.172249,34.912080,14.725552,4.396498,0.994277,0.380834,0.153177,0.067894,0.033172,0.524452,0.109182,0.214115,1.000000,0.933333,24.622222,23.320635,21.158730,18.663492,15.282540,10.479365,141.551661,45.281717,20.138202,4.071693,1.038199,0.369173,0.132861,0.047981,0.519922,0.106440,0.660317
0.996604,0.923599,20.709677,19.738540,18.232598,16.268251,13.582343,9.544992,95.438497,31.877808,12.802150,2.508239,0.669808,0.248408,0.089903,0.034501,0.522741,0.106491,0.568761,0.996441,0.912811,56.998221,54.905694,52.861210,49.096085,44.640569,33.314947,31.249106,13.875931,4.410214,1.132467,0.446428,0.174437,0.081242,0.040080,0.523706,0.110465,0.092527
1.000000,0.918584,21.274336,20.267257,18.665487,16.630088,13.800000,9.610619,99.786885,33.316309,13.471643,2.681992,0.734659,0.275466,0.100938,0.038407,0.522975,0.106018,0.573451,0.993174,0.918089,54.967577,52.955631,51.025597,47.402730,43.158703,32.278157,29.685464,13.226259,4.108410,1.021286,0.393050,0.151378,0.070957,0.036086,0.523441,0.110758,0.107509
1.000000,0.921776,22.782241,21.594080,19.727273,17.513742,14.463002,10.002114,113.883982,37.642117,15.697849,3.146551,0.858438,0.325042,0.121751,0.047221,0.522272,0.106471,0.598309,0.994100,0.915929,49.343658,47.594395,45.893805,42.610619,38.712389,28.929204,29.363051,12.934486,3.825846,0.922537,0.353051,0.133630,0.060505,0.030252,0.523868,0.109799,0.153392
0.998214,0.921429,20.280357,19.308929,17.782143,15.842857,13.175000,9.201786,98.498589,32.692843,13.213423,2.582083,0.690760,0.256509,0.093530,0.035823,0.523358,0.106148,0.576786,0.994924,0.915398,55.624365,53.587140,51.588832,47.888325,43.502538,32.473773,31.499260,13.986989,4.432301,1.130004,0.437536,0.170391,0.078230,0.038554,0.523074,0.110595,0.108291
1.000000,0.930612,27.032653,25.522449,22.934694,20.057143,16.338776,11.142857,157.979505,49.780656,22.885445,4.879317,1.318158,0.472947,0.166982,0.060335,0.520530,0.106564,0.693878,0.995585,0.915011,41.509934,39.988962,38.441501,35.607064,32.102649,23.857616,38.708933,15.869803,4.869837,1.013649,0.355917,0.141803,0.063687,0.030976,0.523938,0.108936,0.239514
0.994819,0.908031,42.554404,41.094560,39.681347,36.917098,33.572539,25.150259,31.296502,12.752833,3.470313,0.738482,0.272427,0.105001,0.048783,0.024550,0.524919,0.109295,0.203368,1.000000,0.939314,30.023747,28.385224,25.891821,22.886544,18.918206,13.005277,130.908634,44.140145,19.366557,4.073063,1.148010,0.430830,0.160818,0.063045,0.519736,0.106672,0.606860
0.995429,0.914286,42.190857,40.645714,39.089143,36.216000,32.708571,24.329143,36.817106,15.165179,4.505962,0.971791,0.352683,0.140973,0.063095,0.030977,0.524121,0.109121,0.227429,1.000000,0.931159,26.500000,25.065217,22.623188,19.873188,16.188406,11.076087,150.580813,48.205691,22.015541,4.577832,1.220335,0.438384,0.157256,0.057032,0.520331,0.106244,0.681159
