0.550167,0.523750,0.433667,0.407417,0.504167,0.011083,0.517917,0.630515,0.617154,0.484824,0.238266,0.505420,0.006748,0.518564,0.715185,0.515741,0.489259,0.179074,0.509259,0.000000,0.461667,0.416128,0.474708,0.541365,0.193677,0.504178,0.009721,0.487549,0.535588,0.503235,0.591471,0.218382,0.507353,0.012206,0.510882,0.550909,0.412121,0.611515,0.287879,0.500000,0.000000,0.434545,0.430442,0.474254,0.378950,0.186961,0.505525,0.004586,0.514751,0.477258,0.494677,0.537823,0.576613,0.504032,0.004032,0.473226,0.291786,0.251786,0.517143,0.155714,0.517857,0.000000,0.507857,0.375878,0.344595,0.541757,0.253649,0.500000,0.011216,0.494730
0.410067,0.329933,0.554000,0.189067,0.503333,0.008867,0.505400,0.434333,0.471542,0.539625,0.177042,0.506250,0.002083,0.512000,0.493366,0.469604,0.431287,0.297822,0.500000,0.013168,0.510396,0.556967,0.460492,0.552131,0.175246,0.504098,0.000000,0.452951,0.321172,0.391586,0.444552,0.213862,0.500000,0.005724,0.486897,0.433395,0.589630,0.461543,0.200370,0.500000,0.015370,0.508642,0.639198,0.580909,0.472193,0.199840,0.505348,0.017754,0.522834,0.516120,0.476120,0.544590,0.422186,0.505464,0.007268,0.495137,0.777434,0.748142,0.431593,0.319204,0.522124,0.000000,0.496814,0.494321,0.531235,0.525432,0.631111,0.500000,0.000000,0.479136
0.815476,0.791190,0.405238,0.409048,0.523810,0.000000,0.481905,0.352857,0.430330,0.346374,0.194176,0.500000,0.000000,0.497692,0.558983,0.434831,0.481864,0.271186,0.504237,0.000000,0.517119,0.543872,0.588947,0.483421,0.195752,0.503759,0.009361,0.506015,0.534632,0.443235,0.561985,0.158162,0.500000,0.003676,0.501912,0.441524,0.472134,0.570122,0.265244,0.500000,0.026341,0.471341,0.743280,0.668240,0.436960,0.272960,0.512000,0.006640,0.518080,0.382739,0.461696,0.511565,0.166913,0.506522,0.007217,0.510783,0.360796,0.296814,0.546549,0.232389,0.504425,0.007345,0.486106,0.494271,0.505377,0.523065,0.527136,0.505025,0.002513,0.492211
0.542911,0.481477,0.540380,0.257890,0.504219,0.003502,0.499241,0.500465,0.377907,0.597209,0.157442,0.500000,0.000000,0.419767,0.773399,0.690915,0.431373,0.282941,0.516340,0.000000,0.513725,0.368864,0.521667,0.397727,0.189167,0.503788,0.006288,0.494621,0.564467,0.622000,0.485467,0.186200,0.506667,0.011067,0.504933,0.466908,0.469847,0.504198,0.171298,0.503817,0.019656,0.512252,0.396778,0.367111,0.571000,0.432778,0.500000,0.005556,0.468111,0.535348,0.549412,0.492620,0.512139,0.502674,0.007112,0.500856,0.372157,0.394510,0.571111,0.201242,0.500000,0.005425,0.499739,0.327403,0.317273,0.441429,0.170519,0.506494,0.000000,0.511299
0.435322,0.428132,0.526499,0.200031,0.503140,0.009388,0.502433,0.262857,0.276429,0.523571,0.120000,0.535714,0.000000,0.497857,0.487580,0.531553,0.537306,0.459269,0.504566,0.006073,0.483973,0.735185,0.692328,0.436190,0.324339,0.513228,0.004392,0.505026,0.443125,0.531875,0.515938,0.110938,0.500000,0.000000,0.498125,0.572008,0.564402,0.473784,0.175405,0.503861,0.009614,0.511158,0.234000,0.346000,0.322000,0.116000,0.500000,0.000000,0.506000,0.433977,0.400227,0.480455,0.434545,0.500000,0.005682,0.498750,0.348788,0.478182,0.318788,0.176364,0.500000,0.000000,0.497879,0.283750,0.265000,0.700000,0.375000,0.500000,0.000000,0.273750
0.376667,0.213333,0.930000,0.796667,0.500000,0.000000,0.160000,0.456523,0.522053,0.551060,0.221887,0.501656,0.011556,0.507285,0.475000,0.515227,0.429545,0.165364,0.504545,0.000000,0.509045,0.730182,0.805091,0.410909,0.336000,0.527273,0.000000,0.496727,0.430174,0.376435,0.419043,0.265304,0.504348,0.014435,0.501826,0.378514,0.379438,0.534980,0.165663,0.506024,0.005341,0.490884,0.682248,0.606589,0.472519,0.247132,0.505814,0.016085,0.509884,0.185000,0.570000,0.530000,0.130000,0.500000,0.000000,0.100000,0.504149,0.515745,0.511330,0.531170,0.502660,0.002660,0.496649,0.474239,0.365217,0.600435,0.301087,0.500000,0.000000,0.475870
0.433503,0.536566,0.508979,0.211183,0.504640,0.006937,0.500603,0.836842,0.792895,0.456053,0.322632,0.539474,0.000000,0.490263,0.432454,0.385112,0.532862,0.243104,0.502788,0.006487,0.495093,0.610000,0.900000,0.580000,0.600000,0.500000,0.000000,0.470000,0.628261,0.808261,0.443043,0.335217,0.521739,0.000000,0.500000,0.516923,0.456154,0.693077,0.582308,0.500000,0.000000,0.343846,0.612751,0.563780,0.448325,0.297990,0.503589,0.011124,0.511172,0.562353,0.587647,0.503529,0.750000,0.500000,0.000000,0.495294,0.624000,0.522000,0.584000,0.148000,0.500000,0.000000,0.508000,0.900000,0.540000,0.590000,0.200000,0.500000,0.000000,0.480000
0.436866,0.454401,0.522731,0.252377,0.502947,0.006041,0.495432,0.486667,0.530000,0.486667,0.910000,0.500000,0.000000,0.496667,0.642265,0.660615,0.423625,0.295858,0.508091,0.005372,0.508479,0.460000,0.310000,0.560000,0.170000,0.500000,0.000000,0.470000,0.460000,0.750000,0.340000,0.280000,0.500000,0.000000,0.530000,0.570000,0.450000,0.530000,0.280000,0.500000,0.000000,0.450000,0.510000,0.530000,0.480000,0.190000,0.500000,0.000000,0.510000,0.615612,0.463094,0.499856,0.238201,0.503597,0.023885,0.514317,0.270000,0.460000,0.410000,0.120000,0.500000,0.000000,0.460000,0.797333,0.615333,0.538000,0.228000,0.566667,0.000000,0.492000
0.293684,0.284211,0.592632,0.163684,0.500000,0.000000,0.476316,0.508000,0.312800,0.584800,0.246800,0.500000,0.000000,0.405200,0.545692,0.540471,0.492382,0.336248,0.506419,0.009244,0.502425,0.315333,0.536000,0.364000,0.141333,0.500000,0.055333,0.513333,0.397687,0.452483,0.546565,0.166020,0.503401,0.001701,0.495000,0.359074,0.315370,0.420556,0.165556,0.509259,0.015370,0.517407,0.204286,0.312857,0.472857,0.111429,0.500000,0.000000,0.505714,0.368462,0.363718,0.556795,0.461026,0.500000,0.000000,0.464744,0.586138,0.554034,0.465345,0.158207,0.503448,0.008586,0.515483,0.180000,0.480000,0.460000,0.120000,0.500000,0.000000,0.000000
0.320732,0.485000,0.522683,0.166220,0.500000,0.000000,0.483171,0.496374,0.508736,0.519835,0.543901,0.502747,0.000000,0.490110,0.469871,0.498943,0.540232,0.207706,0.501289,0.000000,0.501237,0.654078,0.626278,0.468123,0.309579,0.509709,0.000000,0.502362,0.502000,0.496667,0.511333,0.253333,0.500000,0.742000,0.508667,0.364632,0.448105,0.350421,0.215474,0.500000,0.000000,0.504000,0.243871,0.300000,0.535161,0.169677,0.516129,0.000000,0.504516,0.445429,0.437143,0.471714,0.136000,0.528571,0.000000,0.509000,0.616182,0.512970,0.478182,0.156424,0.503030,0.000000,0.518606,0.398231,0.325646,0.550000,0.230408,0.500000,0.000000,0.482653
