0.841187,-0.024433,0.657941,-0.012216,0.333333,-0.570681,0.083770,1.000000,0.141361,0.652568,-0.148036,0.274924,-0.033233,0.253776,0.706949,0.009063,-1.000000,0.120846,-0.837416,-0.639198,-0.055679,-0.632517,-0.688196,0.207127,-0.273942,0.122494,0.075724
0.689970,-0.142857,0.267477,-0.051672,0.227964,0.699088,0.012158,-0.987842,0.121581,0.715611,-0.094281,0.608964,-0.060278,0.264297,-0.544049,0.071097,1.000000,0.143740,-0.976127,-0.641910,-0.103448,-0.652520,-0.742706,0.323607,-0.323607,-0.066313,0.058355
0.330739,-0.373541,-0.206226,-0.120623,0.132296,0.766537,-0.342412,-0.898833,0.073930,0.709512,-0.053985,0.690231,-0.051414,0.296915,-0.343188,0.134961,0.670951,0.146530,-0.990566,-0.666667,-0.128931,-0.726415,-0.940252,0.220126,-0.279874,0.018868,0.069182
0.615160,-0.154519,0.250729,-0.052478,0.271137,0.714286,0.000000,-0.982507,0.116618,-0.800429,-0.639485,-0.070815,-0.585837,-0.652361,0.141631,-0.257511,0.193133,0.075107,0.889706,0.001838,0.716912,-0.020221,0.325368,-0.571691,0.088235,1.000000,0.147059
0.524590,-0.183060,0.259563,-0.054645,0.267760,0.718579,-0.021858,-0.961749,0.109290,0.752000,-0.075200,0.636800,-0.046400,0.273600,-0.560000,0.068800,1.000000,0.142400,-0.939227,-0.651934,-0.138122,-0.698895,-0.837017,0.240331,-0.295580,0.066298,0.071823
-0.164557,-0.435443,0.283544,-0.564557,-0.718987,-0.351899,-0.151899,1.000000,0.101266,0.863158,0.019298,0.633333,0.185965,0.712281,-0.250877,0.126316,0.508772,0.142105,-0.270619,-0.487113,-0.077320,-0.476804,-0.402062,0.726804,-0.216495,-1.000000,0.087629
-0.772632,-0.625263,-0.077895,-0.600000,-0.665263,0.315789,-0.282105,-0.124211,0.082105,0.629482,-0.179283,0.364542,0.139442,0.898406,-0.348606,-0.025896,0.621514,0.121514,0.992021,0.098404,0.789894,-0.231383,-0.449468,0.066489,0.199468,0.117021,0.146277
-0.632319,-0.627635,-0.149883,-0.580796,-0.658080,0.463700,-0.477752,-0.339578,0.042155,0.458182,-0.101818,0.727273,-0.505455,-0.901818,-0.254545,0.443636,0.527273,0.214545,0.715822,-0.082949,0.471582,0.130568,0.760369,-0.196621,0.015361,0.456221,0.119816
0.775982,-0.057737,0.600462,0.120092,0.773672,-0.600462,0.090069,1.000000,0.145497,0.319648,-0.202346,0.076246,0.011730,0.451613,0.759531,-0.073314,-0.923754,0.117302,-0.212435,-0.442142,0.271157,-0.618307,-0.903282,0.001727,-0.148532,0.309154,0.089810
0.516667,-0.271429,0.390476,0.092857,0.635714,-0.683333,0.028571,0.976190,0.126190,0.983146,0.238764,0.929775,-0.137640,-0.123596,-0.014045,0.221910,0.331461,0.165730,-0.424610,-0.556326,-0.090121,-0.506066,-0.445407,0.506066,-0.282496,-0.400347,0.074523
