24.462437,2.973289,3.472454,1.854758,0.923205,0.784641,2.295492,2.931553,0.046745,44.223837,2.802326,3.325581,4.941860,0.816860,0.770349,1.895349,3.325581,0.113372,34.081132,3.043396,3.449057,3.760377,0.790566,0.696226,2.116981,3.237736,0.079245
39.054670,2.990888,3.448747,4.583144,0.788155,0.738041,1.988610,3.318907,0.102506,26.840317,2.989807,3.459796,2.335221,0.885617,0.751982,2.266138,3.012458,0.048698,46.913907,2.682119,3.198675,4.834437,0.827815,0.768212,1.821192,3.304636,0.139073
39.890961,2.942611,3.404591,4.500717,0.789096,0.740316,1.982783,3.317073,0.101865,22.432277,3.048991,3.466859,1.527378,0.936599,0.815562,2.331412,2.951009,0.051873,28.766900,2.911422,3.440559,2.650350,0.881119,0.710956,2.233100,2.983683,0.046620
42.842623,3.134426,3.544262,3.203279,0.737705,0.737705,1.793443,3.544262,0.075410,41.198925,2.403226,3.016129,7.430108,0.935484,0.817204,2.209677,2.919355,0.166667,27.697556,3.009165,3.472505,2.489817,0.869654,0.740326,2.231161,3.046843,0.056008
23.023585,2.955189,3.436321,1.632075,0.945755,0.816038,2.358491,2.858491,0.044811,42.910959,2.856164,3.340183,4.842466,0.812785,0.760274,1.931507,3.305936,0.111872,31.705401,3.034370,3.489362,3.258592,0.811784,0.695581,2.132570,3.201309,0.067103
22.899263,2.958231,3.429975,1.560197,0.943489,0.810811,2.358722,2.820639,0.046683,42.776786,2.863839,3.352679,4.839286,0.810268,0.758929,1.928571,3.312500,0.111607,31.464401,3.027508,3.485437,3.237864,0.818770,0.702265,2.144013,3.210356,0.064725
43.528061,2.829082,3.313776,4.938776,0.816327,0.775510,1.915816,3.298469,0.114796,24.514851,2.962046,3.466997,1.896040,0.924092,0.785479,2.293729,2.932343,0.046205,33.705263,3.061053,3.477895,3.618947,0.785263,0.682105,2.122105,3.254737,0.075789
44.254386,2.804094,3.327485,4.935673,0.815789,0.769006,1.897661,3.321637,0.114035,33.504174,3.035058,3.462437,3.669449,0.811352,0.696160,2.123539,3.230384,0.073456,23.919173,2.971805,3.458647,1.725564,0.917293,0.796992,2.308271,2.904135,0.048872
36.266968,3.065611,3.477376,4.126697,0.762443,0.717195,2.033937,3.314480,0.079186,25.778071,2.972259,3.453104,2.105680,0.907530,0.760898,2.284016,2.965654,0.050198,45.200730,2.748175,3.288321,5.058394,0.835766,0.770073,1.901460,3.306569,0.131387
44.761438,2.790850,3.330065,5.009804,0.820261,0.764706,1.888889,3.339869,0.117647,25.393258,2.967697,3.452247,2.040730,0.914326,0.766854,2.301966,2.953652,0.047753,35.498901,3.057143,3.461538,3.995604,0.771429,0.712088,2.048352,3.276923,0.085714
