0.193669,-0.058954,0.047587,-0.551976,0.098734,-0.705381,0.110096,-1.675273,-1.400361,-0.650703,0.136624,0.077761,0.200967,0.394147,0.085035,-0.229749,0.300158,0.564726,0.069075,-0.244346,-0.012530,-0.134242,-0.056283,-0.036948,0.095015,1.816491,0.315236,-1.056249,-0.710143,1.559609,-0.000455,0.058672,0.240351,-0.238271,0.178458,-0.841200,0.271104,0.470912,0.522979,-0.776178,0.294411,-0.427174,0.171105,0.763276,0.766998,-0.953993,-1.037482,1.059689,1.725161,-0.181665,0.018073,-0.046023,0.351503,1.027395,0.075745,0.619404,0.337347,0.513519,0.086957,0.494953,0.237995,-0.129272,-0.418251,-1.363755,0.044450,-0.477803,0.242026,-0.166004,-0.078884,-0.451519,-3.085974,2.889890,0.082421,-0.370031,-4.409462,-0.381872,-0.353642,0.453958,-1.135540,-0.767434,0.038323,-0.069393,-0.206098,-0.033278,0.187170,0.412932,0.255930,-0.140680,0.012651,0.357703,-0.133495,-0.091238,0.256897,1.135925,0.239330,0.076408,-0.081075,1.207375,1.304333,0.271215,-0.150296,-0.189287,-0.388387,1.095727,0.293835,1.223405,-0.319078,0.523626,1.027231,1.495696,0.708117,-0.182733,-0.027366,-0.394508,0.347259,-0.828090,-2.351333,-0.201671,0.160470,-1.053300
-2.048430,34.323378,1.944037,0.726481,-4.036640,1.473158,1.828738,2.373171,0.153232,-1.611275,-1.086255,0.208939,-2.331955,-0.325788,-1.381220,0.235794,0.216668,0.282588,-0.099205,0.186896,1.277307,0.036729,-0.248347,-2.277064,-0.191934,-1.058572,-0.126419,-0.655619,-0.568318,-0.860697,0.066345,0.017327,0.254209,0.057473,0.220518,-0.698983,0.027982,0.745344,0.639640,-0.536591,-0.014598,-0.101821,0.035456,-0.074632,0.096405,1.735835,0.301867,-1.041069,-0.672768,1.485839,-0.003116,-0.193126,-0.133316,1.024781,0.513456,0.718432,-0.962219,0.578898,1.254398,1.398544,0.077575,0.023667,0.232359,0.446282,0.103572,0.350524,0.315485,0.043714,-0.143628,0.264996,-0.342916,-0.002441,-0.099136,-0.537435,-0.681949,-0.804948,-3.839603,-0.201999,-0.957929,-2.528550,-0.074086,-0.057413,0.363857,1.155870,0.165033,0.295574,0.093911,1.000912,0.853353,0.349338,-0.342423,0.071151,0.168055,-0.731023,-0.484170,-1.286685,0.047901,-2.136865,-2.416767,-1.207048,0.235102,-2.266169,-0.219119,-0.075441,0.288802,0.083608,-0.003123,0.236147,0.384403,0.173957,0.150681,-0.013178,0.224091,-0.570813,0.234171,-0.431486,0.166706,-0.384792,-0.016796,-0.352944
0.137228,-0.071092,0.213347,-0.278522,0.202133,0.126432,0.175955,-0.901191,-0.579726,0.097714,0.126248,-0.024783,0.197624,-0.643558,0.218604,-0.952800,0.018481,-0.421954,-0.001192,-0.849714,-0.034806,-0.125057,0.245365,0.825205,0.169501,0.865541,0.259204,0.253016,0.242945,0.776034,-0.081701,-0.182672,0.234162,-0.690782,0.004214,1.463225,0.350917,-0.739066,-0.433240,1.221503,-0.185574,0.032390,0.458289,0.766228,-0.322864,-0.139719,0.269830,1.168783,0.854488,-0.156466,-0.202457,-0.179856,-3.064975,-0.512284,-0.099544,0.411893,0.098105,0.067395,0.097248,0.319016,0.078349,0.001704,0.204256,0.457558,0.243887,-0.224755,0.083267,0.448536,0.118137,-0.234723,5.887183,-0.100070,0.230896,-2.015893,-0.912846,-0.670739,-0.375758,0.280363,-0.944411,-0.573065,0.225233,0.059284,0.262419,-1.096475,0.192653,-0.376728,-0.102237,0.961628,0.534467,-0.265086,-0.066316,1.526707,0.282028,0.507136,0.008693,2.345198,0.477306,-1.010470,-0.647821,1.971973,-2.339275,1.080539,0.017895,-0.839408,-3.278341,-1.140368,-1.690855,-0.046489,-1.752274,-1.734091,0.101482,-0.356671,0.307656,1.116440,0.621804,-0.082187,-1.088843,0.959509,1.684503,0.645578
-1.749399,214.566828,23.394736,-2.636009,-2.416418,22.774871,35.532272,6.724056,19.256891,-3.040652,-2.925149,1.541916,0.146380,-0.063507,-4.384311,-0.297476,0.095608,0.369593,-1.014244,-0.322446,-0.033994,-0.189486,0.239023,0.286452,0.118003,2.073682,0.218003,-1.033688,-0.757692,1.867810,0.197077,-0.290112,0.217772,0.669329,0.646941,-0.522291,-1.004673,0.833374,1.508918,0.203382,-0.042674,-0.257166,-3.058952,-1.086123,0.038933,-0.225548,0.139593,-0.102942,-0.112534,-0.300821,0.480597,-0.094756,0.146605,-1.012743,0.098326,-1.084547,-0.016630,-2.018289,-1.829321,-0.918482,-0.037140,-0.019849,0.274288,0.971684,0.079937,0.425161,0.285386,0.794494,0.475604,0.359710,-0.164882,-0.106012,-3.081692,0.090467,0.097713,1.201469,0.112667,0.230906,0.330960,1.096623,0.075405,0.004286,0.204780,-0.087092,0.127956,0.827428,0.290719,-0.503826,-0.180877,0.700161,0.026587,0.140886,-0.027910,-0.600482,-0.697333,-0.883777,-3.880711,-0.189714,-1.072159,-2.575465,0.106400,-0.070147,0.223360,0.096045,0.206448,-0.219701,0.229485,0.039364,-0.046844,-0.196617,0.213729,0.066922,0.252053,-0.889505,0.137237,-0.832309,0.160519,0.121974,0.287554,-0.715350
0.095766,0.013152,0.246763,-0.391493,0.142292,-0.618404,0.279290,0.204080,0.199787,-0.579541,0.122158,-0.068073,0.161435,0.130228,0.149797,-0.717774,-0.175678,-1.401802,-1.595328,-0.638577,2.055309,-0.103851,0.024610,-1.444208,-0.510825,-1.306545,-2.346891,-0.933787,-1.330262,-1.952012,-0.046999,-0.195005,-3.064828,-0.551093,0.125326,0.316109,0.108962,0.084503,0.144606,0.230235,-3.387456,0.715556,-0.137330,-0.283271,-4.710767,-0.412400,-0.428675,0.394070,-1.191302,-0.591424,-0.028449,-0.140833,0.132452,0.082713,0.120085,1.884521,0.254049,-0.985376,-0.642962,1.674004,-3.234465,0.005087,0.202146,-4.246145,-0.491612,-1.368845,-0.717112,-0.153511,-1.444357,-1.459512,0.437262,-0.324248,0.176755,0.174572,0.770236,-0.668238,-1.473772,0.317014,1.155799,-0.068032,0.098824,-0.051634,0.219845,-0.289965,0.156238,0.282534,0.354371,-0.573164,-0.264563,0.184485,-0.983245,23.111973,1.258576,0.319669,-2.548550,1.073980,2.021171,1.078249,0.200104,-0.408635,0.002408,-0.009773,0.278782,0.792905,0.079772,0.666152,0.279613,0.399582,0.183000,0.578170,-0.098665,-0.058714,0.289723,0.967487,0.152037,-0.025123,0.087755,1.125510,0.930757,0.073075
-0.044473,-0.196979,-3.081484,-0.559397,0.113458,0.351282,0.115252,0.072721,0.131375,0.255830,0.293545,-0.095892,0.075178,-0.841036,0.182647,-1.225795,-0.949826,-1.735856,-1.408154,-1.240730,0.454755,0.020271,0.233116,-0.958593,0.078094,-0.492669,0.243187,-0.535585,-0.307399,-0.445570,-0.823694,0.142731,-0.158890,-1.404429,-1.823772,-2.061933,-5.573155,-0.414830,-2.360938,-4.125458,0.115327,-0.229667,0.236820,0.851924,0.534444,-0.338638,-0.974880,0.942511,1.486982,0.148432,-1.728937,23.445503,0.583115,0.575548,-3.320296,0.946607,1.106800,1.628936,-0.183695,-0.770177,-0.058401,-0.045019,0.294673,0.719117,0.161204,1.069403,0.109104,-0.000637,0.223136,1.042193,-3.279338,0.309087,0.019148,-0.282169,-4.665370,-0.310072,0.104938,0.267059,-1.085473,-0.325957,0.035689,-0.078783,0.128501,-0.272503,0.102710,1.549914,0.310224,-1.172750,-0.807624,1.308797,0.053926,0.045216,0.242683,-0.188726,0.191703,-0.565857,0.201816,0.444618,0.392968,-0.514682,0.125246,-2.162973,0.248918,0.098837,0.231055,0.321557,0.220728,-0.042250,0.098679,0.280291,0.063422,0.021338,0.222374,0.627077,0.105805,0.146107,0.319909,0.459889,0.064973,0.085133
-0.023509,-0.106225,0.216563,0.262480,0.118111,1.652389,0.251061,-0.781641,-0.473633,1.467675,0.063253,-0.105037,0.240157,-0.024445,0.188868,-0.188235,0.363664,-0.139886,-0.041158,-0.236092,0.477630,-0.391496,0.207710,0.339195,0.795450,-0.648478,-1.352568,0.504107,1.412713,0.155213,-0.056963,-0.277147,-3.064229,-0.990729,0.003883,0.182556,0.168466,-0.220084,-0.200228,0.038485,-0.201849,-0.088155,0.406762,1.401311,0.076507,0.407730,0.067660,1.274975,1.390009,0.484052,0.157618,0.030427,0.238698,0.910829,0.074449,-0.033641,0.146473,0.552632,-0.192297,-0.014331,-0.103071,0.004762,-3.017572,0.541254,0.354061,0.783077,-0.045925,0.862720,0.930072,0.827303,-0.032379,0.010771,0.237355,0.602094,0.161636,0.494975,0.231902,0.521825,0.414058,0.453711,0.238922,-0.088230,0.006340,-1.038535,-0.270090,-1.339506,-1.414484,-1.779718,-1.994877,-1.690322,0.317254,0.047519,0.252602,-1.379483,-0.012166,0.134916,0.287730,-0.150323,-0.173102,0.086232,0.195121,0.078584,0.243256,-0.493305,0.192984,-1.032095,-0.240414,0.144207,0.347900,-0.953854,-3.136201,3.262953,0.085941,-0.097761,-4.536681,-0.126585,0.082892,0.481861,-0.957796,-0.393657
0.206554,-0.058302,0.238367,-0.382705,0.166340,-0.469247,0.239496,-0.125077,-0.097745,-0.430318,-0.035811,-0.196243,-3.077628,-0.596800,0.124434,0.324067,0.142729,0.057059,0.116515,0.263151,-0.004606,-0.079696,0.283407,0.782678,0.092142,0.680997,0.269758,0.332018,0.140806,0.591719,-0.252542,-0.143471,0.323834,1.494415,0.197155,0.522415,-0.266848,1.281118,1.715895,0.792536,0.492847,-0.332351,0.180851,0.231264,0.777849,-0.653581,-1.424950,0.302425,1.125092,0.037373,0.108320,-0.041893,0.207433,-0.290978,0.149272,0.887721,0.293532,-0.837993,-0.416635,0.741492,0.458387,-0.055437,-0.118714,-1.234992,-0.445140,-1.394677,-2.999057,-0.823997,-1.270586,-2.295001,-0.053475,-0.178238,0.002370,0.136518,0.112427,2.465245,0.261419,-1.230170,-0.982351,2.177530,-3.465511,0.264168,-0.617502,-0.172817,-4.844559,-0.164122,0.014767,0.234388,-0.973637,-0.193403,-0.001429,0.091045,0.218092,0.192023,0.133557,-0.381591,0.307736,0.771729,0.530076,-0.382247,-0.109566,-0.062039,0.383057,-0.844197,-0.261483,-0.900150,0.318982,-1.657067,-1.715736,-0.832238,-0.650677,13.495940,0.520962,-0.743660,-2.158751,0.307548,0.800129,0.993964,-0.313494,-0.616514
-0.068777,-0.146673,-3.034766,-0.388479,0.141346,0.089237,0.064101,0.489070,0.432247,0.077597,-0.027984,-0.287889,-3.107108,-0.922642,0.100043,1.034776,0.215311,-1.035374,-0.740583,0.804286,0.173688,-0.255991,0.249774,0.569159,0.571981,-0.698667,-0.715441,0.966171,1.385006,-0.173245,0.045508,-0.121176,0.217993,0.012298,0.133114,1.134430,0.284410,-0.842500,-0.569396,0.966371,-0.040858,-0.155539,0.325263,0.973190,0.185137,0.422522,0.010331,0.716751,0.596219,0.511518,-0.086228,0.278342,-0.047773,-0.683529,-0.683303,-1.037757,-3.890438,-0.329256,-1.233722,-2.665225,0.075411,1.465180,0.280800,0.559905,-0.217331,0.107174,0.585063,0.791148,0.229171,-0.097061,0.690318,-0.069239,0.201205,-0.909233,-0.033892,-1.072815,0.118309,-1.463329,-1.353336,-0.908312,0.085026,-0.007384,0.233542,-0.046083,0.217695,-0.548508,0.228625,0.175585,0.167248,-0.493735,-0.078720,-0.007832,0.218755,0.997627,0.116215,1.413027,0.233234,0.101468,0.225800,1.295032,-3.387959,1.027625,-0.077019,-0.192145,-4.713052,-0.305320,0.045565,0.364370,-1.071736,-0.317370,0.148212,-0.066991,0.238966,-1.124905,0.191941,-0.050740,0.128354,-0.178250,0.108504,0.006020
-0.372430,-0.152285,-3.079584,-0.575083,-0.347257,0.363616,0.140846,0.049251,0.012115,0.319700,-0.146495,-0.161715,0.250720,1.339216,0.265867,0.878595,-0.182628,0.782735,1.061312,1.078300,-0.859483,0.120536,0.580362,0.727151,-1.709015,-0.042109,0.284919,0.751200,-0.159159,-0.062364,-1.475479,21.962013,0.871520,0.474856,-3.053837,0.835564,1.566748,1.359759,-0.082667,-0.591661,0.059066,-0.026840,0.212868,0.239507,0.204844,0.185800,0.333374,0.361096,0.157338,0.111444,4.063372,-0.106626,-0.108818,-1.845872,-0.771796,-1.423598,-1.568537,-0.306413,-1.210477,-1.667372,-2.103063,0.690832,0.078840,-1.520377,-2.683931,-1.976096,-6.289613,-0.111468,-2.639201,-4.484902,0.001155,-0.107134,0.159881,0.068821,0.120476,1.591784,0.288705,-0.907076,-0.571844,1.395045,0.097091,0.009833,0.244575,-0.391864,0.166531,-0.588801,0.254270,-0.203923,-0.089074,-0.543148,0.248358,-0.193264,0.186962,0.231533,0.602695,-0.824585,-0.662921,0.648262,1.211412,-0.240429,-0.009479,-0.117485,-0.034784,0.120285,0.049006,-0.134329,-3.035261,-0.124154,-0.267883,-1.591581,-0.093111,-0.043354,0.148301,-1.399527,-0.102797,-0.963472,0.088930,-1.813879,-1.517901,-0.817731
