5.321656,7.672028,5.356644,5.295740,3.741891,-1.245402,-1.245139,-1.251350,0.522110,0.527386,0.527245,0.519006,0.025410,5.181209,2.924817,5.147627,5.206083,3.757785,-1.254415,-1.254666,-1.248704,0.527774,0.522710,0.522846,0.530755,0.006438
6.285121,5.906519,6.361905,4.043015,3.772300,-1.256451,-1.257757,-1.258091,0.527586,0.526070,0.526612,0.523891,0.021620,4.022067,4.471194,3.930988,6.681804,3.723546,-1.242348,-1.240797,-1.240401,0.521931,0.523732,0.523089,0.526315,0.008745
4.963130,5.415502,7.772580,5.373120,3.757906,-1.248627,-1.254370,-1.254909,0.521353,0.525193,0.527505,0.522246,0.024247,5.497140,5.107421,3.076793,5.143926,3.743189,-1.251184,-1.246235,-1.245771,0.528142,0.524835,0.522843,0.527373,0.008394
5.135956,5.385627,2.888636,5.126168,3.744397,-1.251347,-1.247854,-1.245196,0.528042,0.524698,0.523256,0.527234,0.006843,5.363361,5.115186,7.597245,5.373085,3.755569,-1.248662,-1.252133,-1.254774,0.521976,0.525301,0.526734,0.522780,0.024566
4.489478,4.012047,3.600625,3.530210,3.738914,-1.252100,-1.247188,-1.239626,0.527814,0.516558,0.521406,0.526090,-0.005232,5.720694,6.016182,6.270819,6.314388,3.756861,-1.248701,-1.251740,-1.256420,0.523258,0.530225,0.527225,0.524326,0.028705
3.986782,4.887199,5.317935,7.168091,3.739007,-1.244867,-1.243051,-1.251089,0.522201,0.526861,0.527400,0.527385,0.017418,6.467572,5.599693,5.184527,3.401213,3.760596,-1.254948,-1.256698,-1.248950,0.527698,0.523207,0.522688,0.522701,0.014105
4.951738,5.953354,5.608578,3.154633,3.756850,-1.255658,-1.250003,-1.251189,0.524898,0.526008,0.524862,0.523868,0.010847,5.557961,4.523775,4.879768,7.413503,3.742927,-1.244159,-1.249996,-1.248772,0.525105,0.523960,0.525143,0.526169,0.020774
4.844094,5.040372,5.880141,6.643636,3.750658,-1.250191,-1.247896,-1.252571,0.522599,0.526875,0.527427,0.523899,0.022109,6.025771,5.650646,4.045679,2.586462,3.748742,-1.249636,-1.254020,-1.245086,0.529589,0.521417,0.520362,0.527105,0.003542
4.874146,5.480864,5.576591,7.184910,3.747585,-1.249074,-1.247758,-1.250752,0.523109,0.527591,0.528742,0.524359,0.024646,5.752720,4.941212,4.813179,2.661972,3.753230,-1.251239,-1.252998,-1.248994,0.527529,0.521535,0.519996,0.525857,0.003807
4.589659,6.525775,5.811419,3.974193,3.746047,-1.247914,-1.248682,-1.249452,0.522101,0.526233,0.525952,0.522559,0.015799,6.055130,3.694497,4.565491,6.805538,3.754819,-1.252544,-1.251607,-1.250668,0.528535,0.523497,0.523840,0.527976,0.015648
5.373321,6.283391,3.734229,4.974954,3.738396,-1.250308,-1.245352,-1.242736,0.526225,0.523738,0.522415,0.525916,0.014086,5.074578,3.780024,7.406163,5.641240,3.766506,-1.249563,-1.256611,-1.260332,0.523257,0.526796,0.528678,0.523698,0.018071
4.589989,4.657993,3.810755,4.965744,3.737914,-1.251025,-1.244251,-1.242639,0.527864,0.521044,0.522696,0.526559,0.004778,6.353781,6.240056,7.656957,5.725372,3.770211,-1.248287,-1.259614,-1.262310,0.520210,0.531616,0.528854,0.522393,0.034048
4.799676,3.405032,6.332104,6.412927,3.744284,-1.249154,-1.245610,-1.249520,0.523126,0.525386,0.522989,0.523879,0.014473,5.613710,6.740117,4.376029,4.310740,3.754617,-1.250684,-1.253545,-1.250387,0.526513,0.524689,0.526625,0.525906,0.016746
