6.769565,3.036957,5.600000,2.008696,5.829630,2.731481,4.314815,1.392593,5.006000,3.418000,1.464000,0.244000
6.559420,2.985507,5.311594,1.871014,5.600000,2.619355,4.003226,1.241935,5.006000,3.418000,1.464000,0.244000
5.650000,2.641176,4.047059,1.250000,6.577273,2.990909,5.348485,1.895455,5.006000,3.418000,1.464000,0.244000
6.577273,2.990909,5.348485,1.895455,5.650000,2.641176,4.047059,1.250000,5.006000,3.418000,1.464000,0.244000
5.006000,3.418000,1.464000,0.244000,5.939394,2.754545,4.442424,1.445455,6.888235,3.100000,5.805882,2.123529
5.512500,2.583333,3.883333,1.191667,5.006000,3.418000,1.464000,0.244000,6.498684,2.963158,5.228947,1.828947
5.370588,3.800000,1.517647,0.276471,4.833333,3.152778,1.583333,0.294444,6.301031,2.886598,4.958763,1.695876
5.650000,2.641176,4.047059,1.250000,5.006000,3.418000,1.464000,0.244000,6.577273,2.990909,5.348485,1.895455
6.031169,2.807792,4.609091,1.553247,7.122727,3.113636,6.031818,2.131818,5.007843,3.400000,1.494118,0.260784
7.275000,3.156250,6.181250,2.137500,6.122500,2.843750,4.732500,1.616250,5.005556,3.335185,1.598148,0.301852
6.079452,2.834247,4.675342,1.583562,5.018182,3.321818,1.632727,0.314545,7.122727,3.113636,6.031818,2.131818
6.633929,3.001786,5.478571,1.966071,5.788636,2.706818,4.177273,1.306818,5.006000,3.418000,1.464000,0.244000
5.006000,3.418000,1.464000,0.244000,6.677358,3.007547,5.513208,1.971698,5.793617,2.719149,4.221277,1.342553
5.006000,3.418000,1.464000,0.244000,5.636364,2.636364,4.027273,1.251515,6.570149,2.988060,5.338806,1.885075
6.570149,2.988060,5.338806,1.885075,5.006000,3.418000,1.464000,0.244000,5.636364,2.636364,4.027273,1.251515
6.301031,2.886598,4.958763,1.695876,5.224138,3.655172,1.482759,0.282759,4.741667,3.004167,1.658333,0.295833
4.400000,2.733333,1.266667,0.200000,6.262000,2.872000,4.906000,1.676000,5.044681,3.461702,1.476596,0.246809
5.512500,4.000000,1.475000,0.275000,6.337634,2.904301,5.018280,1.722581,4.959184,3.183673,1.740816,0.355102
