5.901613,2.748387,4.393548,1.433871,6.850000,3.073684,5.742105,2.071053,5.006000,3.418000,1.464000,0.244000
5.835000,3.520000,2.670000,0.720000,5.214085,2.983099,2.663380,0.708451,6.603390,2.981356,5.445763,1.950847
6.554286,2.974286,5.300000,1.865714,5.006000,3.418000,1.464000,0.244000,5.580000,2.633333,3.986667,1.233333
5.378571,3.878571,1.507143,0.278571,4.871795,3.174359,1.582051,0.292308,6.301031,2.886598,4.958763,1.695876
5.650000,2.641176,4.047059,1.250000,6.577273,2.990909,5.348485,1.895455,5.006000,3.418000,1.464000,0.244000
4.709091,3.109091,1.395455,0.190909,5.216129,3.538710,1.680645,0.358065,6.301031,2.886598,4.958763,1.695876
5.056667,3.260000,1.811667,0.386667,6.233333,2.891358,4.903704,1.697531,7.577778,3.144444,6.433333,2.122222
5.006000,3.418000,1.464000,0.244000,5.870690,2.743103,4.353448,1.408621,6.802381,3.050000,5.669048,2.045238
7.141667,3.108333,5.866667,2.070833,5.161972,3.167606,2.159155,0.515493,6.156364,2.883636,4.903636,1.700000
4.734783,3.108696,1.447826,0.204348,6.262000,2.872000,4.906000,1.676000,5.237037,3.681481,1.477778,0.277778
5.508000,2.600000,3.908000,1.204000,6.513333,2.962667,5.238667,1.833333,5.006000,3.418000,1.464000,0.244000
7.340000,3.093333,6.200000,2.066667,5.118182,3.190909,2.010606,0.457576,6.211594,2.914493,4.900000,1.718841
4.821739,2.865217,1.956522,0.400000,6.329787,2.904255,5.003191,1.718085,5.169697,3.612121,1.469697,0.275758
5.304545,3.731818,1.500000,0.281818,4.793548,3.096774,1.606452,0.293548,6.301031,2.886598,4.958763,1.695876
5.006000,3.418000,1.464000,0.244000,6.850000,3.073684,5.742105,2.071053,5.901613,2.748387,4.393548,1.433871
5.824528,2.726415,4.303774,1.384906,5.006000,3.418000,1.464000,0.244000,6.755319,3.036170,5.585106,2.004255
6.375806,2.935484,5.096774,1.814516,5.202564,3.135897,2.357692,0.594872,7.540000,3.150000,6.390000,2.090000
7.142857,3.142857,6.042857,2.147619,6.131884,2.847826,4.756522,1.615942,5.056667,3.260000,1.811667,0.386667
6.755319,3.036170,5.585106,2.004255,5.006000,3.418000,1.464000,0.244000,5.824528,2.726415,4.303774,1.384906
5.636364,2.636364,4.027273,1.251515,5.006000,3.418000,1.464000,0.244000,6.570149,2.988060,5.338806,1.885075
5.006000,3.418000,1.464000,0.244000,5.800000,2.702222,4.193333,1.311111,6.640000,3.010909,5.489091,1.974545
6.567647,2.986765,5.323529,1.876471,5.612500,2.628125,4.018750,1.250000,5.006000,3.418000,1.464000,0.244000
