-0.211626,-4.024221,5.434370,0.039634,0.832520,5.596887,-1.096775,-1.952501
-0.394915,-4.667239,6.094772,-0.062944,0.843547,5.181258,-0.925362,-1.749865
0.023496,-3.484575,4.925287,0.099006,0.743251,6.001749,-1.263907,-2.165430
0.053797,-3.155354,4.593189,0.098496,0.760132,6.284503,-1.347612,-2.299999
-0.338962,-4.911941,6.336822,-0.093843,0.786453,5.042042,-0.856995,-1.692782
0.760712,6.444031,-1.406113,-2.385618,0.080996,-2.955578,4.422268,0.096374
0.851993,5.264908,-0.973215,-1.788226,-0.371567,-4.513312,5.962384,-0.043037
0.004198,-2.763124,4.228846,0.057341,0.864527,6.621511,-1.441858,-2.444301
0.178409,-1.883009,3.454180,-0.004900,0.805077,7.456806,-1.593388,-2.917654
0.767133,6.687010,-1.475153,-2.510806,0.111801,-2.678476,4.171630,0.082136
0.750883,4.459269,-0.476703,-1.486941,-0.567682,-6.088151,7.315968,-0.259274
2.164984,5.491966,-0.934656,-1.522500,-1.466932,-1.996579,3.958146,-0.828437
0.866152,5.431353,-1.036725,-1.865237,-0.327562,-4.255464,5.683458,-0.005775
-0.537234,-6.052610,7.280950,-0.259016,0.744932,4.478333,-0.487981,-1.490568
0.937299,5.585199,-1.079492,-1.925055,-0.383713,-4.023643,5.418801,-0.001111
-1.781679,-7.564318,8.804522,-0.509064,0.866011,3.773411,-0.047621,-1.324845
0.797131,6.909342,-1.559309,-2.627778,0.117868,-2.412387,3.967825,0.056635
0.846961,5.709405,-1.133912,-2.000163,-0.199064,-3.877007,5.274338,0.046463
0.108046,-2.686437,4.176882,0.081522,0.770040,6.681355,-1.472210,-2.506331
-1.781679,-7.564318,8.804522,-0.509064,0.866011,3.773411,-0.047621,-1.324845
0.812897,5.121204,-0.889962,-1.724972,-0.361392,-4.785848,6.194852,-0.073259
0.753329,6.422986,-1.404133,-2.377031,0.085928,-2.975596,4.446727,0.098363
0.072676,-3.090669,4.544838,0.100869,0.751270,6.331066,-1.370194,-2.328371
0.042547,-3.199880,4.638016,0.096184,0.763932,6.245958,-1.337540,-2.278705
0.925461,4.672543,-0.682031,-1.570318,-0.849927,-5.257091,6.826629,-0.203152
0.113118,-3.031488,4.505566,0.110641,0.721537,6.369162,-1.392211,-2.360662
-0.408016,-4.583719,6.000012,-0.059176,0.862482,5.236227,-0.946602,-1.768486
-0.349639,-5.635570,6.892027,-0.176043,0.720868,4.692588,-0.616256,-1.563913
0.261598,-2.314290,3.864031,0.083016,0.639474,6.985989,-1.550219,-2.715145
-0.530269,-3.287026,4.591544,-0.100593,1.200901,6.068037,-1.144129,-2.059937
-0.239839,-3.241514,4.665187,0.011271,0.987444,6.167285,-1.288455,-2.180518
0.859717,5.383115,-1.020263,-1.842764,-0.335471,-4.326835,5.763675,-0.015935
0.030041,-3.447586,4.885190,0.099351,0.742870,6.034468,-1.273029,-2.180266
0.020858,-3.234854,4.658189,0.092281,0.778168,6.224622,-1.322414,-2.262748
0.725616,4.745969,-0.663170,-1.581719,-0.333803,-5.502712,6.816761,-0.165936
0.775536,4.473248,-0.531125,-1.497441,-0.616009,-5.911998,7.321242,-0.252525
0.037383,-2.700729,4.188355,0.063001,0.840626,6.668353,-1.467300,-2.479672
-0.391575,-4.583563,6.002314,-0.056830,0.854108,5.236148,-0.947774,-1.769681
-0.783619,-6.450425,7.596391,-0.302348,0.780248,4.305616,-0.366815,-1.444793
